1 21395.500000
2 5719.620117
3 2722.020020
4 1393.619995
5 738.000000
6 411.160004
7 233.919998
8 138.300003
9 83.040001
10 48.820000
11 30.260000
12 19.660000
13 11.900000
14 6.800000
15 4.200000
16 2.600000
17 1.640000
18 1.200000
19 0.620000
20 0.540000
21 0.280000
22 0.100000
23 0.160000
24 0.020000
25 0.120000
27 0.020000
28 0.020000
30 0.040000
