1 20117.179688
2 4167.020020
3 1426.640015
4 518.880005
5 201.880005
6 77.599998
7 33.000000
8 13.700000
9 5.040000
10 2.580000
11 0.900000
12 0.400000
13 0.160000
14 0.140000
15 0.060000
16 0.020000
