Name=0523_01_02,05/23/2002 17:02:51,Fs=10kHz Spont,aneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T(ms),CH1(mV),CH2(mV),CH3(mV),CH4(mV),CH5(mV),CH6(mV),CH7(mV),CH8(mV),CH9(mV),CH10(mV),CH11(mV),CH12(mV),CH13(mV),CH14(mV),CH15(mV),CH16(mV),CH17(mV),CH18(mV),CH19(mV),CH20(mV),CH21(mV),CH22(mV),CH23(mV),CH24(mV),CH25(mV),CH26(mV),CH27(mV),CH28(mV),CH29(mV),CH30(mV),CH31(mV),CH32(mV),CH33(mV),CH34(mV),CH35(mV),CH36(mV),CH37(mV),CH38(mV),CH39(mV),CH40(mV),CH41(mV),CH42(mV),CH43(mV),CH44(mV),CH45(mV),CH46(mV),CH47(mV),CH48(mV),CH49(mV),CH50(mV),CH51(mV),CH52(mV),CH53(mV),CH54(mV),CH55(mV),CH56(mV),CH57(mV),CH58(mV),CH59(mV),CH60(mV),CH61(mV),CH62(mV),CH63(mV),CH64(mV)
1863.5,-0.027566715,-0.012918192,-0.031431099,-0.091852298,-0.231513503,-0.021665099,-0.05028353,-0.034438987,0.013144556,-0.016152444,-0.01709,-0.024074477,-0.042215192,-0.040938113,-0.033274066,-0.038043384,0.014535318,-0.018027556,-0.000630656,-0.002215159,-0.011414748,-0.023621748,-0.022684192,-0.033727272,0.006612808,-0.013145033,-0.066064305,-0.059789543,-0.01885243,-0.02129443,-0.002101954,0,0.024155013,0.028843795,-0.078270828,-0.003831762,-0.005934238,0.015472874,0.007325,0.018027556,-0.031172113,0.020694921,0.028019397,0.007436682,-0.045368384,-0.020129033,-0.010703556,-0.000225841,0.000339523,-0.128375907,-0.066742874,0.006047397,-0.023136921,-0.009765,-0.018593444,-0.022765252,0.004317113,-0.077785477,-0.048601636,-0.032676556,-0.004511331,-0.01649149,0.002926351,0.003265874
1863.6,-0.01284596,-0.007963434,-0.016564828,-0.083872483,-0.227617361,-0.033653828,-0.052409248,-0.041625556,0.015546136,-0.013750864,-0.009765,-0.019142974,-0.025052434,-0.033533272,-0.023379719,-0.030573868,0.024284149,-0.003338136,0.011835036,-0.004623825,-0.00886057,-0.01862557,-0.025052434,-0.036103596,0.016450566,-0.000897609,-0.056144705,-0.042521692,0.003217579,-0.008989421,0.000388553,0,0.029175444,0.028779123,-0.080558232,-0.006298013,-0.003467987,0.017858285,0.002442,0.013104136,-0.033533272,0.023128838,0.032894311,0.014777851,-0.045222868,-0.017599109,-0.005780136,-0.000258175,0.010154026,-0.130671394,-0.074010285,-0.001285689,-0.028010838,-0.012207,-0.028399864,-0.01799543,0.016443272,-0.058205974,-0.026596298,-0.022870136,0.002691407,-0.009256417,0.000380258,-0.008997715
1863.7,-0.027421205,-0.010331675,-0.028553556,-0.090542669,-0.231044219,-0.018787556,-0.047210967,-0.034164126,0.015505715,-0.006467285,-0.014648,-0.02641947,-0.034745675,-0.03833443,-0.025691371,-0.040194351,0.02182698,-0.010621715,0.016976728,-0.00459149,-0.016071391,-0.020954391,-0.022538675,-0.031155921,0.006758325,-0.008181185,-0.063315106,-0.049668841,-0.011333411,-0.016217411,-0.00200494,0,0.019547874,0.02383145,-0.082846636,-0.011204265,-0.013209735,0.012918695,0,0.008180715,-0.03101043,0.030444755,0.037769225,0.01479402,-0.042635351,-0.015069185,-0.013064715,-0.00029051,0.00287753,-0.125642881,-0.078836695,-0.003734775,-0.023120755,-0.01709,-0.030881285,-0.022991609,0.02612743,-0.05815747,-0.03144696,-0.020388715,0.009895146,-0.004462344,0.002716166,-0.009054305
1863.8,-0.02246645,-0.007817917,-0.025893285,-0.085004854,-0.227148076,-0.025893285,-0.046895685,-0.038908695,0.008141295,-0.016273705,-0.012207,-0.019045967,-0.032231917,-0.035812589,-0.015797023,-0.027841834,0.019369811,-0.003257295,0.027000421,0.000322844,-0.018399212,-0.015958212,-0.020024917,-0.035974245,0.001948083,-0.005699762,-0.063161507,-0.05925599,-0.016119401,-0.018561401,-0.006839434,0,0.022126305,0.026208778,-0.07781004,-0.013670517,-0.008302483,0.015303106,0.007325,0.015464295,-0.023605589,0.025553672,0.032878139,0.014810189,-0.049814834,-0.022304262,-0.005699295,0.004559156,-0.001955967,-0.115732368,-0.064132106,0.003581139,-0.025553672,-0.007324,-0.023597705,-0.015780788,0.030929589,-0.053225967,-0.026531623,-0.013024295,0.012214884,0.007655728,0.002611073,-0.011551894
1863.9,-0.015068695,-0.007745159,-0.025675013,-0.08923304,-0.215926934,-0.023233013,-0.044139404,-0.031447265,0.003217874,-0.013872126,-0.014648,-0.018997464,-0.041924159,-0.035731748,-0.022991675,-0.032579318,0.021794642,-0.003216874,0.027259113,-0.002085821,-0.010962033,-0.015845033,-0.017510159,-0.03590957,0.002020841,-0.015424338,-0.060566907,-0.059078139,-0.011139391,-0.016023391,-0.001907927,0,0.029587735,0.023702106,-0.080097444,-0.013694768,-0.010720232,0.012805517,-0.004882,0.010541874,-0.030848748,0.018221589,0.025546053,0.012384358,-0.049669318,-0.022215338,-0.015424874,-0.002797179,-0.006790464,-0.108262854,-0.071399517,0.001132053,-0.015779589,-0.002441,-0.011431126,-0.013451967,0.021083748,-0.055618464,-0.026499285,-0.022748874,0.019417623,0.014890801,0.00983098,-0.001843483
1864,-0.01011294,-0.000347401,-0.018132742,-0.091019225,-0.216913791,-0.018132742,-0.041382123,-0.033751834,0.015384454,-0.006588546,-0.007324,-0.01894896,-0.036968401,-0.035650907,-0.030186328,-0.039757801,0.012012474,-0.012942454,0.017752805,-0.006936487,-0.010848854,-0.020614854,-0.019879401,-0.030961894,-0.002789401,-0.008059914,-0.057971308,-0.051576288,-0.013484381,-0.011043381,-0.001859421,0,0.024842166,0.021196434,-0.079943848,0.00092998,-0.00825398,0.007865927,-0.002441,0.008059454,-0.023443907,0.027979507,0.032861967,0.014842526,-0.044640801,-0.017243414,-0.008060454,0.002053487,-0.00430096,-0.112999341,-0.064018927,0.003564967,-0.015771507,-0.002441,-0.013912546,-0.016007146,0.021002907,-0.05312896,-0.028908947,-0.022708454,0.029062361,0.017243874,0.012166887,-0.001900073
1864.1,-0.027130185,-0.005157642,-0.02768047,-0.090364411,-0.215458649,-0.01791447,-0.043508841,-0.031172404,0.012902033,-0.011511967,-0.012207,-0.021342457,-0.039337642,-0.040453066,-0.02517398,-0.032288285,0.019321305,-0.003136033,0.018011497,-0.014228152,-0.018059675,-0.022942675,-0.024688642,-0.030897219,-0.007599642,-0.00801949,-0.057817709,-0.046515437,-0.003621371,-0.010946371,0.003072086,0,0.022538596,0.026014762,-0.087114252,-0.011301272,-0.013112728,0.010250338,0.004883,0.012902033,-0.028246066,0.018205424,0.032853881,0.009975695,-0.046936285,-0.01227149,0.001745967,0.004462152,-0.016459457,-0.110412828,-0.068844338,0.003556881,-0.020646424,-0.007324,-0.018835967,-0.016120325,0.013597066,-0.057963457,-0.038641609,-0.027551033,0.033824099,0.019595947,0.012061795,0.002926338
1864.2,-0.00752643,0.004680116,-0.017696199,-0.089709596,-0.209120507,-0.020137199,-0.05051756,-0.043241974,0.005537613,-0.013993387,-0.007324,-0.018851954,-0.031940884,-0.025723225,-0.017720632,-0.029700768,0.026629136,0.004228387,0.040242189,0.005335182,-0.008181497,-0.017946497,-0.019733884,-0.038157543,0.002239116,-0.007979066,-0.052781109,-0.053662586,-0.010848361,-0.010849361,-0.006645407,0,0.039766026,0.035715089,-0.072312656,-0.008884523,-0.008205477,0.012635748,-0.004882,0.003095613,-0.033048225,0.015756341,0.027962795,0.000225864,-0.051673768,-0.024389566,-0.012862613,-0.000452182,-0.021293954,-0.110267315,-0.066346748,0.001107795,-0.005990341,-0.004883,-0.006669387,-0.013791503,0.018399225,-0.055472954,-0.023961272,-0.015303613,0.050791838,0.03659702,0.009515702,-0.004454252
1864.3,-0.019660675,-0.005012126,-0.019919927,-0.081730781,-0.202782364,-0.022359927,-0.042878278,-0.028456543,0.010380192,-0.009151808,-0.004882,-0.01636245,-0.022102126,-0.025642384,-0.017591285,-0.029555252,0.016846967,-0.000614192,0.033176881,-0.001956483,-0.005626318,-0.015392318,-0.019661126,-0.033209868,-0.000129126,-0.010379642,-0.05018651,-0.055925735,-0.013193351,-0.008310351,-0.004154901,0,0.032579457,0.023443417,-0.07704206,-0.013791775,-0.008181225,0.007696159,0.002442,0.000614192,-0.042732384,0.013306258,0.032837709,0.005125033,-0.051528252,-0.019417642,-0.010380192,0.004397483,-0.01880345,-0.100355801,-0.058966159,0.001099709,-0.018189258,-0.002441,-0.023799808,-0.018787682,0.023201384,-0.05054245,-0.028811934,-0.007939192,0.057995576,0.048715093,0.011851609,-0.002069841
1864.4,-0.017146921,-0.004939368,-0.014818656,-0.081075967,-0.201327222,-0.019700656,-0.042562997,-0.030760113,0.012780772,-0.006750228,-0.002441,-0.018754947,-0.031795368,-0.032886543,-0.022344937,-0.036733735,0.016830798,-0.003014772,0.035877573,-0.001924149,-0.010396139,-0.017720139,-0.019588368,-0.030703192,-5.63675E-05,-0.007898219,-0.059798911,-0.050864884,-0.017979341,-0.015538341,-0.011430394,0,0.035157887,0.020937745,-0.072005464,-0.001609026,-0.003273974,0.01740557,0.007325,0.010339772,-0.032886543,0.020622175,0.023064623,0.010024202,-0.041616735,-0.019328719,-0.015222772,-0.002958851,-0.040727947,-0.119742288,-0.07355757,-0.008674377,-0.023064175,-0.002441,-0.018957228,-0.009134861,0.030444543,-0.050493947,-0.036103596,-0.012781772,0.062756315,0.048626166,0.006863517,-0.00945043
1864.5,-0.009749166,0.002457391,-0.014600384,-0.077979152,-0.199872079,-0.024365384,-0.049571715,-0.033064682,0.002975351,-0.009232649,-0.012207,-0.013824444,-0.026839609,-0.027922702,-0.014891589,-0.029264219,0.011931629,-0.002974351,0.033694265,-0.006774815,-0.01760696,-0.01760696,-0.026839609,-0.033080517,0.002457391,-0.002974795,-0.052320311,-0.053129033,-0.015440331,-0.010558331,-0.001616887,0,0.032854318,0.033080073,-0.062085868,0.003249722,-0.005691722,0.01978998,-0.002441,0.020064351,-0.037687702,0.023056093,0.032821536,0.007598371,-0.041471219,-0.009474795,-0.012741351,0.001891815,-0.030913444,-0.109830775,-0.06373598,-0.001358464,-0.013290093,-0.002441,-0.016556649,-0.01413104,0.032805702,-0.052886444,-0.036071258,-0.007858351,0.077284053,0.068068238,0.021407424,0.00514198
1864.6,-0.014559411,0.002530149,-0.019265113,-0.084649338,-0.198416937,-0.011940113,-0.034608434,-0.025602252,0.01758293,0.00049293,-0.007324,-0.00645094,-0.021883851,-0.027841861,-0.022086242,-0.031560702,0.01435746,-0.01025793,0.033952957,-0.00185948,-0.012610781,-0.019935781,-0.019442851,-0.030573841,0.007413149,-0.005376371,-0.059491712,-0.052951182,-0.017785321,-0.022668321,-0.011333381,0,0.037874748,0.028132401,-0.074139272,-0.01142253,-0.01543247,0.009967391,0,0.01025893,-0.035165861,0.01328201,0.03037245,0.00761454,-0.038884702,-0.019150871,-0.01270093,-0.01034752,-0.03330694,-0.112126262,-0.073444391,-0.00136655,-0.02304801,-0.004883,-0.00927207,-0.002037219,0.022958861,-0.04795494,-0.031155921,-0.01758293,0.072279791,0.070420311,0.013977331,-0.007121609
1864.7,-0.021811656,0.000161907,-0.016604841,-0.074228523,-0.194520795,-0.011721841,-0.031851152,-0.025464821,0.00777751,-0.00931349,-0.014648,-0.016168437,-0.029135093,-0.02776102,-0.026839894,-0.031415185,0.016782291,-0.00045251,0.041535649,0.007938854,-0.002732603,-0.017380603,-0.019370093,-0.023185166,0.012368907,0.001989053,-0.044689113,-0.040565331,-0.005481311,-0.010364311,-0.003960874,0,0.030687179,0.028067728,-0.071544675,-0.004122781,-0.008084219,0.009910801,0,0.01754251,-0.03020202,0.027922927,0.032805364,0.005189709,-0.038739185,-0.011737947,-0.00777751,-0.000613854,-0.021051437,-0.099773748,-0.061180801,0.003508364,-0.013273927,-0.002441,-0.01175449,-0.007033397,0.01555402,-0.057672437,-0.036006583,-0.02242551,0.06483453,0.067890384,0.018755238,-0.004737199
1864.8,-0.019296901,-0.007090334,-0.01882857,-0.076014709,-0.200389652,-0.01638657,-0.041301871,-0.027769391,0.007737089,-0.014235911,-0.002441,-0.013678934,-0.029062334,-0.032563179,-0.024268546,-0.033710669,0.014325123,-0.005295089,0.036912341,0.003088189,-0.007502424,-0.012384424,-0.019297334,-0.02067949,0.002675666,-0.002853523,-0.049418513,-0.04527048,-0.007825301,-0.015150301,0.003411632,0,0.035707609,0.025562056,-0.068949079,-0.004147033,-0.010501967,0.004972212,0,0.010178089,-0.035004179,0.020589844,0.027914278,0.000322877,-0.041034669,-0.014091023,-0.007737089,0.001794811,-0.028326934,-0.097187235,-0.058683212,-0.003823722,-0.010824844,-0.002441,-0.011794911,0.000177424,0.015473179,-0.055181934,-0.038415245,-0.024827089,0.067154268,0.060477457,0.018650146,0.002530212
1864.9,-0.014341146,0.000307424,-0.021051298,-0.072918894,-0.19649351,-0.021050298,-0.043427589,-0.02274896,0.012578669,-0.006952331,0,-0.01118843,-0.021665576,-0.022716338,-0.014374199,-0.028682152,0.024073954,-0.000371669,0.042053033,0.003120523,-0.002506245,-0.014713245,-0.021665576,-0.032821815,0.000307424,-0.005255099,-0.044381914,-0.047534629,-0.002845291,-0.007728291,0.008343139,0,0.03828704,0.030380384,-0.068795483,0.000711715,-0.003152715,0.017122623,0.004883,0.019902669,-0.027599338,0.018140762,0.030348192,0.014988046,-0.033565152,-0.011560099,-0.010137669,-0.000678523,-0.02583743,-0.094600722,-0.048860623,0.001051192,-0.010816762,-0.004883,-0.016718331,-0.017025755,0.020275338,-0.05757543,-0.040824907,-0.022344669,0.057268007,0.05550553,0.023428053,0.002473623
1865,-0.009385391,-0.004502818,-0.023274026,-0.077147079,-0.197479368,-0.018391026,-0.045554308,-0.03237753,0.007656248,-0.004551752,-0.009765,-0.018463927,-0.021592818,-0.025076497,-0.014244851,-0.026095636,0.016733785,-0.007655248,0.039870725,0.000710858,-0.007276066,-0.014600066,-0.014268818,-0.025433139,0.002821182,-0.005214675,-0.046670315,-0.047356778,-0.007631281,-0.012514281,-0.003815354,0,0.03109947,0.020549712,-0.061317887,-0.004195536,-0.005570464,0.007300033,0.002442,0.010097248,-0.034842497,0.013249679,0.027898106,0.012562215,-0.038302636,-0.013913175,-0.012539248,-0.000710858,-0.023346927,-0.092013209,-0.056128033,-0.001398894,-0.015690679,0.002442,-0.011875752,-0.009813934,0.022635497,-0.050202927,-0.03835057,-0.019863248,0.047380745,0.055416603,0.01843996,-0.007347967
1865.1,-0.016637636,-0.00198906,-0.018173755,-0.076492265,-0.193583225,-0.020613755,-0.035473026,-0.034681099,0.007615828,-0.007033172,-0.007324,-0.006208424,-0.01419606,-0.017671656,-0.009232503,-0.023508119,0.026483616,0.002151172,0.049895417,-0.006580808,-0.014486887,-0.019369887,-0.02396106,-0.030250464,0.00533494,-0.000291252,-0.039191715,-0.042295927,-0.012417272,-0.009976272,-0.006208848,0,0.045885901,0.03269204,-0.053840291,-0.004219788,-0.005546212,0.009684444,0,0.010056828,-0.039644656,0.010800596,0.01812502,0.007695384,-0.033274119,-0.021148252,-0.012498828,0.009021808,-0.033064424,-0.099191695,-0.046306444,0.00347602,-0.013241596,-0.004883,-0.009474172,-0.012369113,0.034761656,-0.037947424,-0.021228232,-0.002732828,0.057025483,0.050444675,0.028100868,-0.004963556
1865.2,-0.021447881,0.000525699,-0.022837483,-0.07827845,-0.189686083,-0.015513483,-0.040040745,-0.029660669,0.019782407,0.002691407,-0.002441,-0.006159921,-0.026330301,-0.022473815,-0.018868156,-0.020921603,0.019143447,0.007073593,0.062361109,-0.001665474,-0.002166709,-0.019256709,-0.019006301,-0.025303788,0.005407699,-0.000250828,-0.043921116,-0.047001076,-0.007437262,-0.017203262,0.003605659,0,0.048464331,0.027744368,-0.058569695,0.00307996,-0.00307996,0.024276854,0.007325,0.014898407,-0.039563815,0.005909513,0.015674934,0.005270553,-0.033128603,-0.021059328,-0.014899407,-0.003217526,-0.033015921,-0.099046182,-0.053573854,0.001026934,-0.010792513,0.002442,-0.009514593,-0.014923291,0.039563815,-0.045222921,-0.033402894,-0.019782407,0.049579222,0.047914748,0.027995775,-0.005020146
1865.3,-0.014050126,-0.006726543,-0.020178212,-0.082506636,-0.19799694,-0.032384212,-0.044608464,-0.036847238,0.007534987,-0.007114013,-0.007324,-0.010994417,-0.021374543,-0.022392974,-0.018738808,-0.023217086,0.021568278,-0.002650987,0.057736801,0.008132861,-0.00449453,-0.01426053,-0.021374543,-0.020356113,-0.001843543,-0.007534404,-0.043767517,-0.041940225,-0.012223252,-0.012223252,-0.003669834,0,0.036394762,0.022796695,-0.068181099,-0.006710291,-0.010380709,0.007130265,-0.007324,0.005092987,-0.029716974,0.01810843,0.027873848,0.012610722,-0.025659086,-0.011204404,-0.007534987,-0.000807861,-0.023201417,-0.094018669,-0.051076265,0.010783848,-0.00345943,0.002442,-0.011997013,-0.01015347,0.034599974,-0.050057417,-0.038253556,-0.017299987,0.03480996,0.035618821,0.032773682,-0.002635735
1865.4,-0.009094371,0.000671215,-0.01507694,-0.072085821,-0.189217798,-0.02240094,-0.039410182,-0.034268808,0.007494566,-0.009596434,-0.012207,-0.020711914,-0.031067785,-0.024753132,-0.02105146,-0.02307157,0.016669109,-0.002610566,0.053112493,-0.001600805,-0.006823351,-0.021471351,-0.021301785,-0.027615437,0.003112215,-0.00505298,-0.043613917,-0.041762374,-0.012126242,-0.014568242,-0.006063328,0,0.038974192,0.022732023,-0.060703503,-0.001851543,-0.007914457,0.007073675,-0.004882,0.014817566,-0.036960132,0.010776348,0.022983762,0.010185891,-0.02307157,-0.01355748,-0.002611566,-0.000840195,-0.028035914,-0.098755156,-0.048577675,-0.001431238,-0.015658348,-0.007324,-0.014478434,-0.012708649,0.039402132,-0.047566914,-0.043104219,-0.017259566,0.039571699,0.045294894,0.052199589,0.002190675
1865.5,-0.009021616,0.000743974,-0.012417669,-0.068990007,-0.182879656,-0.014858669,-0.036652901,-0.014600377,0.019661146,-0.002311854,0,-0.003573411,-0.023670026,-0.024672291,-0.013598113,-0.020485053,0.02153594,0.007194854,0.060695185,0.00087253,-0.001827172,-0.011592172,-0.013905026,-0.027550762,-0.006581026,-0.007453556,-0.050784318,-0.041584523,-0.009587232,-0.009588232,0.003751179,0,0.043993623,0.025109351,-0.060549907,-0.004316795,-0.003007205,0.014341086,0.002442,0.024543146,-0.034438291,0.010768265,0.027857675,0.00531906,-0.032692053,-0.015909556,-0.014778146,-0.00087253,-0.030428411,-0.091285642,-0.053404086,0.001002675,-0.015650265,0,-0.016960854,-0.012821828,0.071059291,-0.040194411,-0.023540881,-0.012337146,0.051657437,0.067178967,0.078949497,0.009459086
1865.6,-0.006507861,0.005698732,-0.012199397,-0.065893192,-0.181424513,-0.014640397,-0.036337619,-0.029110947,0.019620725,-0.002352275,0.002442,-0.010848907,-0.023597268,-0.01482645,-0.013468765,-0.020339536,0.019078772,0.002353275,0.070719877,0.003346864,0.000728007,-0.011478993,-0.011390268,-0.029927086,0.000816732,-0.002530132,-0.031099719,-0.038964672,-0.007049222,-0.014374222,-0.003524315,0,0.053897053,0.029927679,-0.055513311,-0.004341046,-0.005424954,0.006960497,-0.009765,0.002529725,-0.04412345,0.005877182,0.018084589,0.002894228,-0.030105536,-0.013379632,-0.014737725,-0.003346864,-0.030379907,-0.100906129,-0.048464497,0.000994589,-0.005877182,0.002442,-0.009676275,-0.005611007,0.07342045,-0.049911907,-0.038156543,-0.012296725,0.036887175,0.06953104,0.081286404,-0.000363503
1865.7,-0.011318106,0.00088949,-0.014422126,-0.067680377,-0.184852371,-0.016863126,-0.036022338,-0.038739517,0.002490305,-0.017041695,-0.004882,-0.015683404,-0.02352451,-0.022069609,-0.015780417,-0.02019402,0.021503603,0.007275695,0.06853657,-0.001503801,-0.006483815,-0.013807815,-0.02352451,-0.029862411,0.00333049,-4.87086E-05,-0.023622119,-0.033904821,-0.006952212,-0.009394212,-0.003475808,0,0.058917483,0.032304007,-0.043152715,0.005399702,-0.005400702,0.014227907,0.004883,0.014696305,-0.039159609,0.005869099,0.015634503,0.010234397,-0.03728402,-0.010848709,-0.004931305,-0.000937199,-0.025449404,-0.090994616,-0.050849907,-0.003896497,-0.020517099,-0.004883,-0.014599695,-0.017931185,0.090428609,-0.035214404,-0.018593205,-0.007373305,0.046531914,0.064560113,0.078739311,0.002020907
1865.8,-0.016128351,-0.001479752,-0.019086854,-0.079232563,-0.183397228,-0.021527854,-0.047914056,-0.026395086,0.002449884,-0.007316116,-0.007324,-0.015634901,-0.013686752,-0.024429768,-0.01321007,-0.015165503,0.016604434,-7.88411E-06,0.066354262,-0.001471467,-0.001487636,-0.016135636,-0.021010752,-0.032239735,0.003403248,-0.007332285,-0.04299952,-0.03860897,-0.014179202,-0.011738202,-0.000986301,0,0.046847914,0.027356334,-0.055206119,-0.00194855,-0.00537645,0.009288318,0,0.009773884,-0.039078768,0.010744017,0.027833417,0.005367566,-0.037138503,-0.008318785,-0.007332884,0.011237467,-0.022958901,-0.090849103,-0.048351318,-0.001463583,-0.018068017,-0.007324,-0.017082116,-0.015602364,0.065933768,-0.037607901,-0.023443868,-0.007332884,0.048851652,0.037615185,0.054220219,0.001964318
1865.9,-0.016055596,0.001035007,-0.021309583,-0.076136748,-0.184383086,-0.023750583,-0.047598775,-0.031140656,0.007292464,-0.014680536,-0.014648,-0.020469397,-0.030703993,-0.026790927,-0.017962722,-0.019902987,0.021471265,0.007356536,0.069053954,0.003443868,-0.008698457,-0.020905457,-0.020937993,-0.03461606,0.001035007,0.002474139,-0.042845921,-0.050639119,-0.011641192,-0.014083192,-0.005820795,0,0.046985344,0.022408662,-0.064818523,-0.006855801,-0.002910199,0.009231728,-0.002441,0.004850464,-0.041438927,0.003411934,0.010735331,-0.001940265,-0.036992987,-0.017994861,-0.009733464,0.006322132,-0.020469397,-0.088262589,-0.050736728,0.000970331,-0.008293934,-0.004883,-0.012239536,-0.023039543,0.041438927,-0.032676397,-0.02829453,-0.014616464,0.043848391,0.015554258,0.039467126,0.006790728
1866,-0.006216841,-0.003775235,-0.016209311,-0.073039934,-0.182927944,-0.021091311,-0.042401493,-0.031003225,0.004810043,-0.014720957,-0.004882,-0.013096894,-0.025748235,-0.029151086,-0.020275374,-0.02464047,0.021455096,0.002514957,0.071754646,0.001034202,-0.006144278,-0.011026278,-0.015982235,-0.024786384,0.005989765,-0.004810437,-0.040251321,-0.048019268,-0.013985182,-0.009103182,-0.003330288,0,0.049563775,0.02722699,-0.047574927,0.002885947,0.001996053,0.014058139,0,0.017017043,-0.029151086,0.010727851,0.027817245,0.002958904,-0.03684747,-0.017905937,-0.007252043,-0.008359202,-0.022861894,-0.095441076,-0.048238139,-0.008803755,-0.018051851,-0.012207,-0.024486957,-0.028035722,0.019386086,-0.039951894,-0.035586192,-0.024342043,0.033961129,-0.001624669,0.010065033,0.004293139
1866.1,-0.011027086,-0.006144477,-0.01354904,-0.077268119,-0.179031801,-0.02087304,-0.039644212,-0.028423795,-0.000113377,-0.007437377,-0.004882,-0.017930391,-0.025675477,-0.031512245,-0.022587026,-0.029377954,0.018997927,-0.002327623,0.064689338,0.001066536,-0.003589099,-0.010913099,-0.013468477,-0.024721709,0.006062523,0.000112987,-0.035214722,-0.038075417,-0.006564172,-0.009006172,0.006483219,0,0.049701205,0.022279318,-0.049863331,-0.004462305,-0.007744695,0.00667755,-0.009765,0.004769623,-0.031512245,0.008277768,0.025368159,0.015182073,-0.034259954,-0.015376013,-0.007211623,-0.001066536,-0.020372391,-0.090412563,-0.05306455,-0.006369841,-0.013160768,-0.002441,-0.012320377,-0.015941901,0.011980245,-0.042344391,-0.030670854,-0.012094623,0.041163868,-0.006596596,0.00751894,-0.00064645
1866.2,-0.015837331,-0.003629719,-0.015772768,-0.066847305,-0.177576659,-0.015771768,-0.04177093,-0.025845364,0.007171202,-0.000153798,-0.004882,-0.008116887,-0.023160719,-0.019224404,-0.015133679,-0.007259437,0.021422758,-0.002287202,0.06983003,0.005981871,-0.003475921,-0.018124921,-0.023160719,-0.029539033,-0.003629719,-0.012053589,-0.042385123,-0.047663566,-0.018674162,-0.016233162,-0.003233275,0,0.057162636,0.022214646,-0.049709735,0.005278444,-0.002837444,0.01394496,-0.009765,-0.000153798,-0.033872404,0.008269685,0.022919073,0.015198242,-0.024349437,-0.017728089,-0.004729202,-0.001098871,-0.022764887,-0.08782605,-0.04812496,0.005829073,-0.015593685,-0.002441,-0.007477798,-0.013614079,0.014341404,-0.027647887,-0.015990517,-0.004729202,0.053249606,0.010404477,8.88477E-05,0.00417996
1866.3,-0.008439576,0.00865004,-0.013112497,-0.05886849,-0.168796517,-0.017994497,-0.031689649,-0.018383934,0.014454781,-0.000194219,-0.004882,-0.005626384,-0.02308796,-0.026467563,-0.022328331,-0.029086921,0.014082589,-0.002246781,0.070088722,-0.003750795,-0.000921742,-0.010686742,-0.00843996,-0.027033358,0.00376704,0.005076834,-0.032466523,-0.042602715,-0.016136152,-0.018578152,-0.010508768,0,0.057300066,0.017267974,-0.051997139,-0.002069808,-0.000372192,0.011447371,0,0.012012781,-0.031350563,0.008261603,0.010702987,0.007889411,-0.031527921,-0.020081166,-0.012013781,-0.001131205,-0.020275384,-0.092563536,-0.045627371,-0.003945013,-0.013144603,-0.002441,-0.005077219,-0.016168258,0.021584563,-0.032482384,-0.030606179,-0.012013781,0.038480344,0.01519855,-0.031754245,0.004123371
1866.4,-0.013249821,-0.008367202,-0.020218225,-0.075303675,-0.179548374,-0.022659225,-0.041140368,-0.023128503,0.016855361,-0.002675639,-0.002441,-0.008019881,-0.020574202,-0.016620722,-0.017315983,-0.024058404,0.014066421,-0.002206361,0.060582414,-0.00127746,-0.000808563,-0.008132563,-0.015691202,-0.022085682,0.003839798,-0.002206742,-0.029870924,-0.037541864,-0.011156142,-0.008715142,-0.010460262,0,0.047672497,0.017203301,-0.066491543,-0.00453506,-0.00523094,0.001624781,-0.007324,0.009531361,-0.033710722,0.00337152,0.020460901,0.012788579,-0.031382404,-0.015109242,-0.007090361,-0.00604654,-0.017784881,-0.082652023,-0.043128781,0.003370901,-0.00581252,0.007324,-0.007558639,-0.013840437,0.023944722,-0.022667881,-0.018366841,-0.007090361,0.031035083,0.022433623,-0.066039338,-0.005699219
1866.5,-0.020502066,-0.000970444,-0.010234954,-0.055117861,-0.168328232,-0.012675954,-0.038383086,-0.022991073,0.00704994,-0.00271606,-0.007324,-0.017736377,-0.022942444,-0.021422881,-0.012304636,-0.011705887,0.009167252,0.00271706,0.063282106,-0.001245126,0.001746616,-0.012902384,-0.008294444,-0.022021007,0.001471556,0.000274682,-0.032159325,-0.030040013,-0.008617132,-0.003735132,-0.005529755,0,0.040485927,0.012255629,-0.059013947,-0.007001311,-0.000323689,0.011334192,0.002442,0.00949094,-0.031188881,0.018011437,0.025335815,0.010363748,-0.028795887,-0.017461318,-0.00704994,-0.010961874,-0.012854377,-0.07762351,-0.035748192,-0.003961185,-0.003362437,0.007324,0.00216694,-0.004187616,0.023863881,-0.034826377,-0.030541503,-0.00704994,0.026030821,0.036992695,-0.06370243,0.001568192
