Name=0523_01_02,05/23/2002 17:02:51,Fs=10kHz Spont,aneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T(ms),CH1(mV),CH2(mV),CH3(mV),CH4(mV),CH5(mV),CH6(mV),CH7(mV),CH8(mV),CH9(mV),CH10(mV),CH11(mV),CH12(mV),CH13(mV),CH14(mV),CH15(mV),CH16(mV),CH17(mV),CH18(mV),CH19(mV),CH20(mV),CH21(mV),CH22(mV),CH23(mV),CH24(mV),CH25(mV),CH26(mV),CH27(mV),CH28(mV),CH29(mV),CH30(mV),CH31(mV),CH32(mV),CH33(mV),CH34(mV),CH35(mV),CH36(mV),CH37(mV),CH38(mV),CH39(mV),CH40(mV),CH41(mV),CH42(mV),CH43(mV),CH44(mV),CH45(mV),CH46(mV),CH47(mV),CH48(mV),CH49(mV),CH50(mV),CH51(mV),CH52(mV),CH53(mV),CH54(mV),CH55(mV),CH56(mV),CH57(mV),CH58(mV),CH59(mV),CH60(mV),CH61(mV),CH62(mV),CH63(mV),CH64(mV)
1854.4,-0.151375417,0.007315805,-0.068383808,-0.136791424,-0.41520146,-0.017113808,-0.071649142,-0.056710159,-0.273704175,-0.139427175,-0.048828,-0.038254278,-0.026863195,-0.058059649,-0.032837705,-0.156266391,0.079482685,0.144310175,0.010008368,-0.019805593,-0.00462402,-0.04368702,-0.070809195,-0.227600742,0.031729805,0.090598397,0.388708156,-1.472458983,-0.203461334,-0.457368334,0.132643944,0,-0.374093159,0.046935964,0.293493934,0.262047139,-0.249840139,0.08898251,0.195313,0.092506825,0.012740351,0.018989454,0.065376232,0.084090315,0.107405609,0.025488897,0.019798175,-0.004608407,0.005691722,0.009749387,0.00379149,0.014107232,0.017631546,0.007324,-0.000267175,-0.00269998,0.011673649,0.005691722,0.014373629,-0.002174825,0.004082474,-0.001075119,-0.002158212,-0.00134949
1854.5,-0.143978662,0.026919563,-0.060841536,-0.145902609,-0.413746318,-0.019336536,-0.071333861,-0.054131728,-0.234682596,-0.137026596,-0.046386,-0.043088775,-0.036556437,-0.062861808,-0.037591358,-0.153678874,0.074583517,0.141909596,0.00782506,-0.024656258,-0.016717841,-0.038690841,-0.068295437,-0.220212066,0.041568563,0.102845821,0.408393755,-1.284292132,-0.176508325,-0.359614325,0.07409945,-0.002441,-0.315361728,0.051754291,0.33026953,0.017881887,-0.276671887,0.093807921,0.22461,0.094907404,0.017704192,0.018981371,0.065368146,0.096313483,0.122199126,0.030460821,0.029603596,0.007566258,0.008181225,0.009894901,0.020937079,0.023865146,0.017639629,0.012207,0.004575404,0.002069841,0.006709808,0.005740225,0.009522967,-0.002134404,-0.000921788,0.003718954,-0.004704305,-0.003848079
1854.6,-0.143905907,0.009902321,-0.065506265,-0.140364795,-0.409849175,-0.021560265,-0.073460579,-0.053994298,-0.176129017,-0.119977017,-0.043945,-0.030833272,-0.034042679,-0.062780967,-0.05211101,-0.155975358,0.101423348,0.137067017,0.015407752,-0.017299924,-0.016604662,-0.028811662,-0.065780679,-0.207940391,0.041641321,0.112652245,0.408547354,-1.105892281,-0.149556315,-0.252095315,-0.011302043,0,-0.259072298,0.056572619,0.367044126,-0.170130364,-0.298619636,0.103517331,0.25879,0.099749983,0.010461033,0.026297288,0.08489206,0.128068652,0.154083642,0.047639745,0.034527017,0.012416924,0.005788728,0.010040414,0.011228669,0.01409106,0.022530712,0.009766,-0.000348017,-0.000485338,-0.000695033,0.008229728,0.002231305,-0.002093983,-0.00104305,-0.001252974,-0.002368397,0.003419331
1854.7,-0.141391152,0.017300079,-0.060404993,-0.13970998,-0.408394033,-0.023782993,-0.075586298,-0.061180868,-0.134665437,-0.100486437,-0.046386,-0.045432768,-0.033969921,-0.057817126,-0.039774662,-0.148505841,0.125821179,0.093161437,0.003459444,-0.027033589,-0.016491483,-0.031140483,-0.060824921,-0.198109715,0.041714079,0.122457669,0.379403954,-0.97631943,-0.134811305,-0.200729305,-0.077171536,0,-0.200340868,0.063831947,0.401376722,-0.265369616,-0.320568384,0.108343742,0.2417,0.111916563,0.012982874,0.016524205,0.087324974,0.125642821,0.156670159,0.045287669,0.037008437,0.009943589,0.003395232,0.002861927,0.023492258,0.018965974,0.024980795,0.014649,0.004494563,-0.003039517,-0.000775874,-0.006370768,0.002263642,0.000387437,-0.013371311,-0.001341901,-0.00735649,-0.003961258
1854.8,-0.129111397,0.022254838,-0.060186722,-0.134172166,-0.402055891,-0.023564722,-0.072830017,-0.061043437,-0.037049858,-0.054139858,-0.036621,-0.040501265,-0.036338162,-0.060178285,-0.046969315,-0.138594325,0.14045301,0.007752858,-0.020695864,-0.022118255,-0.011495305,-0.026144305,-0.053428162,-0.19316204,0.039344838,0.132264093,0.303873553,-0.885809579,-0.124948295,-0.144480295,-0.08200503,0,-0.170906437,0.066208275,0.411296318,-0.297131868,-0.322985132,0.115611152,0.151368,0.121641142,0.015505715,0.018957123,0.094640887,0.12077599,0.154374675,0.035610593,0.037048858,0.007469255,-0.001439265,0.00544944,0.025989848,0.018957887,0.037195877,0.01709,0.004454142,-0.000711695,0.004026285,0.010767735,0.01938598,0.010193858,0.008479427,0.013217172,0.004745417,-0.001575848
1854.9,-0.124155642,0.022327596,-0.05264445,-0.145724351,-0.407925748,-0.02334645,-0.079838735,-0.065789007,0.033710722,-0.005352278,-0.026855,-0.030687762,-0.031382404,-0.052773444,-0.041956967,-0.136007808,0.116022841,-0.058124722,-0.044851172,-0.026968921,-0.016265126,-0.030914126,-0.058238404,-0.178449364,0.051624596,0.151835517,0.208812152,-0.809948728,-0.107761285,-0.107762285,-0.052660523,0,-0.141472007,0.078351603,0.411449914,-0.302039119,-0.357140881,0.110671563,-0.004882,0.119159722,0.010703556,0.01650804,0.099515801,0.130558159,0.169168192,0.064996517,0.051738278,0.017202921,0.020582238,0.032449954,0.038253437,0.028714801,0.03964496,0.021973,0.006855722,-0.000824874,0.011269444,0.005934238,0.004770318,0.007793278,-0.008730834,-0.003960755,-0.012449675,-0.011398437
1855,-0.116758887,0.019959354,-0.054867179,-0.140186536,-0.408911606,-0.028011179,-0.072199454,-0.058327576,0.062967301,0.001932301,-0.029297,-0.037963258,-0.031309646,-0.055133603,-0.041827619,-0.143186291,0.074502672,-0.092263301,-0.05924048,-0.012287586,-0.011268947,-0.028358947,-0.063048646,-0.171060689,0.049256354,0.14455194,0.020977752,-0.760942877,-0.105223275,-0.095457275,-0.047729017,0,-0.136451576,0.08316893,0.40427951,-0.280090371,-0.381530629,0.120380974,-0.095214,0.145974301,0.015667397,0.031147957,0.111714715,0.130574328,0.181520709,0.07240944,0.061543699,0.012287586,0.008423742,0.025271467,0.040752026,0.028706715,0.042094043,0.024414,0.009256301,-0.000938053,0.001422603,0.008423742,0.002360656,0.007833699,-0.003970096,0.000832318,-0.000347768,-0.004131026
1855.1,-0.126452132,0.015149113,-0.059531907,-0.141973722,-0.400132464,-0.025351907,-0.076767172,-0.055748146,0.060485881,0.006773881,-0.024414,-0.033031755,-0.038561887,-0.055052762,-0.051464272,-0.138157775,0.050072503,-0.131285881,-0.085837788,-0.024462252,-0.020921768,-0.028245768,-0.058092887,-0.166113013,0.056653113,0.161682364,-0.230333649,-0.702171026,-0.097801265,-0.078271265,-0.03059051,0,-0.114342146,0.085546258,0.406874106,-0.236169623,-0.423010377,0.125207384,-0.124511,0.165465881,0.013306238,0.028698874,0.109265629,0.130590497,0.188990225,0.084705364,0.066467119,0.017138252,0.008472245,0.01809298,0.045691616,0.033581629,0.042102126,0.026856,0.006774881,0.001390768,-0.001099238,0.006031245,0.012158993,0.010315119,0.005674642,0.005626391,-0.000452861,-0.004187616
1855.2,-0.119055377,0.022545871,-0.054430636,-0.138876907,-0.396235321,-0.025133636,-0.074009891,-0.062934715,0.05067946,0.00917546,-0.021972,-0.032983252,-0.036047129,-0.057412921,-0.053775924,-0.140453258,0.030525334,-0.13612846,-0.100227096,-0.031753917,-0.035456589,-0.025691589,-0.055578129,-0.151399338,0.056725871,0.171488788,-0.58662505,-0.648282175,-0.085497255,-0.068408255,-0.020776003,0,-0.114204715,0.090364586,0.394820702,-0.204455874,-0.449841126,0.122708795,-0.124511,0.17763246,0.013387079,0.031131791,0.116581543,0.142813666,0.191577742,0.087236288,0.06894954,0.017105917,0.010961748,0.025562493,0.045748205,0.031132543,0.042110209,0.029297,0.00673446,-0.003605411,0.003702921,0.008520748,0.009749331,0.00791454,0.000670381,-0.004227536,-0.005439954,-0.001802205
1855.3,-0.118982623,0.017736629,-0.049329364,-0.135781093,-0.385015179,-0.022473364,-0.068811609,-0.055473285,0.03110804,-0.00307196,-0.024414,-0.047582748,-0.045740371,-0.069539079,-0.053646576,-0.132983742,0.028068166,-0.12143904,-0.097527404,-0.026839583,-0.028019411,-0.028019411,-0.055505371,-0.136686662,0.047032629,0.188618212,-0.97221345,-0.582186325,-0.065869245,-0.073194245,-0.025610497,-0.002441,-0.116508285,0.102506914,0.407181298,-0.172742126,-0.427844874,0.120211205,-0.124511,0.13852904,0.003702921,0.033564709,0.116573457,0.133063834,0.196606258,0.094649212,0.05922396,0.017073583,0.003686252,0.015942007,0.040921795,0.026241457,0.047001291,0.026856,0.01157604,0.001164411,0.008504079,0.011010252,0.014664669,0.00795496,0.007873119,0.000565536,-0.003104046,-0.004300795
1855.4,-0.123791868,0.000719387,-0.056435093,-0.152216278,-0.398208036,-0.027138093,-0.073379328,-0.060218854,0.018860619,0.001770619,-0.01709,-0.035327245,-0.038343613,-0.067017238,-0.055958228,-0.130397225,0.018285997,-0.104309619,-0.109475712,-0.026807248,-0.030348232,-0.032789232,-0.057874613,-0.121973987,0.064195387,0.217955636,-1.343153851,-0.533180474,-0.058448235,-0.075538235,-0.02556199,0,-0.118811854,0.109766242,0.414658894,-0.155676377,-0.357019623,0.110388616,-0.109863,0.096984619,0.008665762,0.031115626,0.126331371,0.137963003,0.204075775,0.104503136,0.066588381,0.019482248,0.011058755,0.02585352,0.043419384,0.023792371,0.042126374,0.03418,-0.000671381,-0.003831768,0.008423238,0.015941755,0.031787007,0.015319381,0.017517858,0.020008609,0.006556861,-0.006798384
1855.5,-0.123719113,-0.001649854,-0.058658821,-0.146678464,-0.396752894,-0.031802821,-0.073064046,-0.055198424,0.018820199,-0.003152801,-0.004882,-0.032837742,-0.043152854,-0.064495397,-0.050946881,-0.120485709,0.020711828,-0.065206199,-0.10921702,-0.026774914,-0.042442053,-0.037559053,-0.050477854,-0.109702311,0.059385146,0.26682406,-1.662824252,-0.481732623,-0.058351225,-0.070558225,-0.035279483,0,-0.104026424,0.12679157,0.42701949,-0.141051629,-0.286194371,0.098125026,-0.08789,0.082296199,0.011188603,0.031107543,0.138530285,0.145304172,0.201779291,0.10459206,0.051980801,0.021891914,0.003783258,0.030882033,0.058124974,0.033549285,0.051900457,0.046387,0.006613199,-0.006386947,0.005901397,0.008666258,0.017171344,0.015359801,0.012513596,0.002829682,-0.005755232,-0.006854974
1855.6,-0.108998358,0.008188904,-0.05599855,-0.143582649,-0.397739752,-0.02914255,-0.075190765,-0.064826993,-0.003193222,-0.000752222,-0.004882,-0.030348238,-0.033315096,-0.057089556,-0.050817533,-0.113016192,0.025577659,-0.033427778,-0.099192328,-0.016976579,-0.027679874,-0.035004874,-0.057729096,-0.092547636,0.078989904,0.347431483,-1.877514652,-0.418078772,-0.050930215,-0.077786215,-0.032788977,0,-0.101447993,0.146257897,0.458912086,-0.133751881,-0.237342119,0.066330437,-0.080566,0.077372778,0.013710444,0.04086546,0.148287199,0.159968341,0.204366808,0.114446983,0.056904222,0.021859579,0.003831762,0.026144546,0.067946563,0.045748199,0.07388154,0.05127,0.021220778,0.003265874,0.000937556,0.003831762,0.014761682,0.008076222,0.000185334,0.002740755,-0.008302325,-0.002028563
1855.7,-0.118691603,0.000937662,-0.060663278,-0.145368834,-0.386518609,-0.033807278,-0.077316483,-0.062247563,-0.017881642,-0.005675642,0,-0.027857735,-0.035683338,-0.061891715,-0.050688185,-0.112870675,0.02556149,-0.008973358,-0.096492636,-0.021827245,-0.037332695,-0.037332695,-0.050332338,-0.08759996,0.076620662,0.415830907,-1.965252053,-0.371513921,-0.063040205,-0.077689205,-0.03762347,0,-0.079337563,0.165724225,0.483479682,-0.150866132,-0.215344868,0.027210848,-0.075683,0.065125358,0.021115285,0.048181377,0.175135113,0.17951551,0.246016325,0.134066907,0.061826642,0.031592245,0.008763265,0.03849706,0.068003152,0.045740113,0.071447623,0.056153,0.018739358,0.003152695,0.005739715,0.013646265,0.02700102,0.017881642,0.009830073,0.007534828,-0.010848417,-0.004527152
1855.8,-0.108852848,0.005893421,-0.050680007,-0.13983102,-0.382622467,-0.031148007,-0.079442202,-0.057228132,-0.003274063,-0.010598063,0,-0.025368232,-0.033169579,-0.056927874,-0.048116838,-0.110284159,0.025545321,0.005716063,-0.086467944,-0.012028911,-0.032336517,-0.037219517,-0.047817579,-0.082652285,0.088900421,0.469582331,-1.808848454,-0.30785907,-0.060501195,-0.080033195,-0.027808964,0,-0.052345132,0.194956553,0.483633278,-0.155773384,-0.190906616,0.010065258,-0.073242,0.067525937,0.008989126,0.048173295,0.182451026,0.191738679,0.263251841,0.161011831,0.061867063,0.038884911,0.006370768,0.036200573,0.065618742,0.033525026,0.071455705,0.065918,0.008932937,-0.006726483,0.005658874,0.021018768,0.027033358,0.020364063,0.014591811,0.009886901,0.01101849,0.002740258
1855.9,-0.116104093,0.005966179,-0.048019735,-0.136735205,-0.383608325,-0.033370735,-0.084009921,-0.059531702,-0.005755483,-0.003314483,0,-0.022877728,-0.040420821,-0.064172033,-0.05775349,-0.107696642,0.027971152,-0.001567517,-0.076443252,-0.019320576,-0.027340338,-0.039547338,-0.050186821,-0.075263609,0.106063179,0.469622755,-1.501076854,-0.261295219,-0.053080185,-0.075053185,-0.025319457,0,-0.022910702,0.226629881,0.425192874,-0.148473636,-0.146937364,0.005125669,-0.068359,0.060161517,0.009069967,0.055489212,0.22882994,0.203961848,0.263397358,0.173307755,0.061907483,0.038852576,0.011301272,0.038788086,0.082765331,0.04084094,0.088553788,0.073242,0.025982517,0.000485338,0.008019033,0.013743272,0.024624695,0.010638483,0.01202855,0.002473974,-0.011058603,-0.004640331
1856,-0.108707338,0.003596937,-0.045360464,-0.138521391,-0.379712182,-0.033152464,-0.073929639,-0.059394272,-0.008237904,-0.015561904,-0.007324,-0.027712225,-0.047672063,-0.059208192,-0.045417142,-0.095344126,0.045044983,-0.008852096,-0.06397756,-0.007081242,-0.027227159,-0.036993159,-0.047672063,-0.077639934,0.111018937,0.296323179,-1.166451255,-0.224496368,-0.067632175,-0.087163175,-0.04236095,0,-0.003241272,0.260745209,0.26665547,-0.119200887,-0.112733113,0.000186079,-0.061035,0.057680096,0.006709808,0.070130129,0.267883854,0.230834017,0.236686874,0.183161679,0.059506904,0.038820242,0.008908775,0.038933599,0.097469921,0.048157854,0.100768871,0.085449,0.016176096,0.000372159,0.003056192,0.018674775,0.022215033,0.018002904,0.019232288,0.002385046,-0.011163695,-0.012020921
1856.1,-0.120841583,0.008552695,-0.052466192,-0.137866576,-0.37337404,-0.023169192,-0.066289358,-0.056815841,-0.000954325,-0.010719325,-0.002441,-0.017898722,-0.037834305,-0.059127351,-0.047728795,-0.095198609,0.052352815,-0.008811675,-0.063718868,-0.009490907,-0.03687998,-0.04176298,-0.050041305,-0.075134258,0.128181695,0.027809603,-0.809851656,-0.168165517,-0.062652166,-0.084625166,-0.022781444,0,-0.003103841,0.309508536,-0.175085934,-0.070397139,-0.095618861,0.00989549,-0.051269,0.055197675,-0.007857351,0.084770046,0.302055768,0.274795185,0.148941391,0.207665603,0.061988325,0.046111907,0.011398278,0.043962113,0.10973351,0.065238768,0.105659954,0.085449,0.023459675,-0.00462402,0.000533351,0.013840278,0.024689371,0.010719325,0.016669026,0.009620119,-0.008827788,-0.00475351
1856.2,-0.118327828,0.011066454,-0.044923921,-0.137211762,-0.374359897,-0.027832921,-0.065974076,-0.059119411,-0.005876745,-0.015642745,0.004883,-0.015408219,-0.040202546,-0.04928051,-0.045158447,-0.087729093,0.045012646,-0.020978255,-0.068343175,-0.007016573,-0.039207801,-0.031883801,-0.049968546,-0.065303583,0.150227454,-0.252911974,-0.497198056,-0.126483666,-0.062555156,-0.089411156,-0.034939937,0,-0.039587411,0.346064864,-0.909795338,-0.004503391,-0.080946609,0.004955901,-0.036621,0.052716255,-0.01021851,0.104292964,0.277633682,0.313874354,-0.009604093,0.200429526,0.062028745,0.046079573,0.006564781,0.036782626,0.129321099,0.065230682,0.117875036,0.104981,0.023419255,0.000145801,0.00045251,0.006564781,0.024721709,0.015642745,0.006781765,0.007090192,-0.011373881,-0.009693099
1856.3,-0.118255073,-0.003508788,-0.059353649,-0.143880947,-0.380228755,-0.032497649,-0.080307795,-0.05654098,0.003847834,-0.008359166,-0.002441,-0.025125715,-0.040129788,-0.056523669,-0.045029099,-0.090024576,0.040113477,-0.013612834,-0.060760483,-0.006984238,-0.031770623,-0.041536623,-0.049895788,-0.072562907,0.162507212,-0.43109455,-0.296849457,-0.072594815,-0.040485146,-0.077107146,-0.02268443,0,-0.07118898,0.341117192,-1.429661742,0.046742358,-0.051625358,0.019547311,-0.036621,0.052675834,0.009393331,0.126257881,0.179969596,0.294358523,-0.270688576,0.19807745,0.062069166,0.046047238,0.004171285,0.058901139,0.156233689,0.082312596,0.137414119,0.126953,0.023378834,0.004914623,0.012578669,0.021261285,0.034519046,0.020566166,0.009102503,0.011883265,-0.004154974,1.63113E-05
1856.4,-0.113299318,0.00388797,-0.046928377,-0.140785132,-0.369008613,-0.027396377,-0.070226513,-0.05640355,0.006249414,-0.008399586,-0.007324,-0.025077212,-0.03761603,-0.058884828,-0.054664752,-0.08743806,0.047421308,-0.006248414,-0.055618791,-0.002069904,-0.034098444,-0.046306444,-0.05470503,-0.074940232,0.16746197,-0.496972126,-0.213687858,-0.060209964,-0.052595136,-0.089217136,-0.039724924,0,-0.06372755,0.28490052,-1.456363146,0.066249106,-0.022304106,0.021932722,-0.041503,0.042869414,0.021681172,0.145780798,0.07253951,0.201601692,-0.63675406,0.200607374,0.062109586,0.048455904,0.011543788,0.078577652,0.175821278,0.09695351,0.159395202,0.151367,0.033104414,0.012126444,0.002732828,0.011543788,0.019903384,0.010840586,0.013864242,0.002029338,-0.004260066,-4.02781E-05
1856.5,-0.115667563,0.006402728,-0.051593106,-0.130364318,-0.36267047,-0.027178106,-0.072353232,-0.053824119,0.008649993,-0.003557007,-0.002441,-0.020145709,-0.032660272,-0.058803987,-0.035004404,-0.072643543,0.049846139,-0.008649993,-0.052919099,0.00528743,-0.021778265,-0.038868265,-0.044867272,-0.072433556,0.206597728,-0.457868702,-0.159823258,-0.042942113,-0.037850126,-0.074471126,-0.022587417,0,-0.048941119,0.194503848,-1.24136555,0.073548854,0.007017146,0.031641132,-0.019531,0.052594993,0.041294013,0.170186715,-0.000711576,0.067340861,-0.983288543,0.190931298,0.086565007,0.05818957,0.004268291,0.088489166,0.205174868,0.101828424,0.191141285,0.180664,0.030622993,0.002247265,0.007533987,0.023799291,0.039466722,0.023088007,0.02594998,0.016588411,0.002958841,-0.002537868
1856.6,-0.110711808,-0.000849513,-0.046491834,-0.139475503,-0.375863328,-0.031842834,-0.07936195,-0.061010689,0.011051573,-0.008480427,-0.009765,-0.017656205,-0.039911513,-0.053840146,-0.039758056,-0.070057026,0.04738897,-0.006167573,-0.055101407,0.002877765,-0.019224086,-0.038755086,-0.042352513,-0.060161881,0.235967487,-0.399235278,-0.147462659,-0.032999262,-0.027987116,-0.071933116,-0.022538911,0,-0.036596689,0.123638175,-1.033692954,0.053993603,0.029013397,0.036467543,-0.017089,0.054995573,0.036491854,0.170178632,-0.042222662,-0.06447897,-1.171131026,0.151957222,0.093929427,0.055715235,0.011640795,0.098400679,0.224762457,0.116468338,0.225329368,0.219727,0.030582573,0.007017086,0.002571146,0.016523795,0.03705806,0.020687427,0.028269719,0.011616483,0.000412748,-0.000153457
1856.7,-0.110639053,-0.003217755,-0.051156563,-0.133937689,-0.371967185,-0.031624563,-0.071722669,-0.055991258,0.006128152,-0.010961848,-0.004882,-0.022489702,-0.037397755,-0.063525305,-0.042069709,-0.07967751,0.047372801,0.008520848,-0.040194715,0.010235099,-0.023993907,-0.036200907,-0.047162755,-0.069863205,0.250688245,-0.345483854,-0.15707506,-0.057235411,-0.032773106,-0.071836106,-0.027372404,0,-0.036459258,0.074745503,-0.867523358,0.044204351,0.033920649,0.038852954,-0.007324,0.045190152,0.041455695,0.15796355,-0.073969748,-0.159677801,-1.17098551,0.042183146,0.096410848,0.063007901,0.011689298,0.122960192,0.244350046,0.138433252,0.26439945,0.263672,0.050073152,0.006903907,0.004931305,0.016572298,0.041973397,0.023168848,0.023265457,0.011527556,-0.002134344,-0.000210046
1856.8,-0.110566298,-0.003144997,-0.046055291,-0.123516874,-0.353422043,-0.016758291,-0.064082387,-0.046087828,0.013411732,-0.013444268,0.004883,-0.015117199,-0.042206997,-0.053678464,-0.049265361,-0.069765993,0.042473632,-0.003645732,-0.054584023,-0.001940566,-0.031204728,-0.038528728,-0.049531997,-0.06979853,0.248320003,-0.26243543,-0.16912846,-0.06682356,-0.027793096,-0.069297096,-0.012675897,-0.002441,-0.016790828,0.072239831,-0.740416762,0.027090099,0.038827901,0.043678364,0.009766,0.059797732,0.046419536,0.148190467,-0.086184834,-0.203607632,-1.034121993,-0.11886093,0.101334268,0.070299566,0.023944801,0.120663705,0.249289636,0.157956166,0.296146533,0.310059,0.047590732,-0.002975272,0.002409464,0.009296801,0.042005735,0.028092268,0.023144195,0.008997629,0.000202563,0.002174364
1856.9,-0.110493543,-0.003072238,-0.04827902,-0.13018706,-0.354408901,-0.02874702,-0.071092106,-0.045950397,0.013371311,-0.006160689,0,-0.017510695,-0.034810238,-0.053597623,-0.046694013,-0.079386477,0.044899464,0.006160689,-0.042118331,-0.001908232,-0.01888455,-0.03353355,-0.047017238,-0.069733854,0.167825762,-0.186711007,-0.176298861,-0.073969709,-0.027696086,-0.064318086,-0.012627391,0,-0.006887397,0.072175159,-0.645048166,0.034389848,0.051059152,0.053387775,0.012207,0.069523311,0.053824377,0.143299384,-0.078868921,-0.218239464,-0.858194477,-0.296995007,0.098933689,0.070267232,0.019111305,0.135458219,0.251788225,0.162831079,0.340099616,0.366211,0.064640311,0.00179455,-0.002554377,0.006904305,0.039596073,0.028132689,0.025464934,0.006467702,-0.00966853,-0.005206225
1857,-0.110420788,-0.00299948,-0.048060748,-0.131973245,-0.355394758,-0.033411748,-0.065893825,-0.050695967,0.008447891,-0.011083109,-0.007324,-0.022344192,-0.03717948,-0.053516781,-0.046564666,-0.07191596,0.040000295,0.008642109,-0.034535639,0.007890103,-0.023654371,-0.033420371,-0.05182748,-0.072110179,0.00432452,-0.128076583,-0.176145262,-0.083556858,-0.022716076,-0.066662076,-0.012578884,0,-0.006749967,0.072110487,-0.58630157,0.012392596,0.043759404,0.046007185,0.007325,0.062158891,0.036815219,0.118877301,-0.093525007,-0.210899295,-0.67250296,-0.350617083,0.111181109,0.084882897,0.021600808,0.140486732,0.256726815,0.177470993,0.384052699,0.412598,0.079248891,0.006564371,0.007129781,0.028924808,0.061601411,0.045263109,0.044874672,0.023468775,0.009757377,-0.002820815
1857.1,-0.090817033,-0.002926722,-0.038076477,-0.12155243,-0.346615616,-0.025868477,-0.063136543,-0.050558536,0.01084947,-0.01356553,-0.009765,-0.019854689,-0.039547722,-0.06075994,-0.043994318,-0.071770444,0.044867126,0.01600653,-0.034276947,0.010364437,-0.021099192,-0.033307192,-0.044430722,-0.084252503,-0.164059722,-0.113388159,-0.195522662,-0.098028007,-0.029944066,-0.054358066,-0.017413377,0,-0.013936536,0.069603815,-0.537318974,0.012368344,0.051107656,0.058157596,0.009766,0.07432547,0.05398606,0.118869219,-0.083767093,-0.188910126,-0.511224444,-0.326113159,0.11854553,0.092175563,0.024090311,0.157721245,0.254342404,0.211642907,0.413357781,0.407715,0.07432547,0.006451192,0.00704894,0.019208311,0.066516748,0.04774453,0.056960411,0.016054848,0.004770285,-0.010202404
1857.2,-0.100510278,-0.012619964,-0.052506205,-0.133105616,-0.350043474,-0.028092205,-0.065263262,-0.055304106,0.02789805,0.00104305,0.002442,-0.014923185,-0.032150964,-0.053355099,-0.04142297,-0.071624927,0.035084957,0.00628195,-0.046225255,0.003071772,-0.023428013,-0.040518013,-0.051681964,-0.071980828,-0.268966964,-0.093816735,-0.192928063,-0.100291156,-0.020081056,-0.042054056,-0.005157871,0,-0.008917106,0.076864142,-0.478572377,-0.004745907,0.046248907,0.058101007,0.004883,0.07428505,0.056507901,0.111536136,-0.066686179,-0.144948957,-0.345062927,-0.260106235,0.13323395,0.109232228,0.029021815,0.157866758,0.264164993,0.243372821,0.396275864,0.349121,0.09137505,0.013662013,0.011851099,0.031463815,0.064107086,0.04778495,0.051956149,0.020848921,-0.012424808,-0.005375993
1857.3,-0.097995523,-0.007664205,-0.037639934,-0.130008801,-0.353470331,-0.037638934,-0.06250598,-0.057607675,0.025416629,-0.003880371,-0.002441,-0.019757682,-0.041843205,-0.055715258,-0.046176623,-0.073921411,0.047275788,0.008763371,-0.045966563,0.007987106,-0.020872834,-0.028197834,-0.036961205,-0.062151152,-0.288426205,-0.074244311,-0.187891464,-0.100113305,-0.017542046,-0.044398046,0.002214636,0,-0.003896675,0.07679947,-0.439355781,-0.009652159,0.041390159,0.058044417,0.002442,0.071802629,0.051705742,0.101763053,-0.052045265,-0.125401788,-0.200874411,-0.177010311,0.145481371,0.133613894,0.036394318,0.162895272,0.266662583,0.275102735,0.283979947,0.05127,0.088892629,0.001341834,0.006887258,0.031512318,0.066581424,0.062473371,0.068924887,0.013435993,-0.017412901,-0.007873583
1857.4,-0.085715768,-0.000267447,-0.044745662,-0.126912987,-0.344691189,-0.022772662,-0.062190699,-0.050146245,0.035142209,0.003403209,0,-0.019709179,-0.032005447,-0.055634417,-0.046047275,-0.071333894,0.049700619,0.011245791,-0.040824871,0.00801944,-0.023201656,-0.032967656,-0.041770447,-0.069410477,-0.276146447,-0.069321887,-0.195061864,-0.102377454,-0.022328036,-0.039419036,0.002263142,0,-0.008642245,0.074292798,-0.417230185,-0.021883411,0.041414411,0.050663828,-0.009765,0.061997209,0.061552583,0.09931297,-0.044729351,-0.108295619,-0.120162894,-0.115885387,0.140638791,0.15799656,0.036442821,0.163040785,0.271602172,0.279977649,0.18877303,-0.317383,0.096177209,0.006111656,0.004365417,0.021794821,0.064171762,0.060072791,0.085893626,0.015788066,-0.027283993,-0.020137172
1857.5,-0.085643013,-0.007518689,-0.044527391,-0.133582172,-0.350560046,-0.032320391,-0.071641417,-0.052449815,0.035101788,-0.008844212,-0.004882,-0.022101675,-0.034373689,-0.057995576,-0.048359927,-0.058981377,0.04480245,0.001520212,-0.047890179,0.012934775,-0.020646477,-0.030412477,-0.044139689,-0.062021801,-0.239451689,-0.064398464,-0.197350265,-0.116847603,-0.027114026,-0.046646026,-0.009895351,0,-0.018269815,0.066904126,-0.387779589,-0.014583662,0.034114662,0.053048238,-0.009765,0.049749788,0.066516424,0.089539887,-0.022764437,-0.10827945,-0.093161377,-0.086500464,0.126031212,0.187260225,0.043816325,0.180276298,0.286306762,0.243348563,0.120421113,-0.502929,0.096136788,0.005998477,0.014050576,0.029167325,0.083736099,0.077203212,0.107745364,0.020582139,-0.015182086,-0.012869762
