Model Parameters: a, b, 1/eps, Lx, Ly, Lz, Dv = 0.8, 0.01, 50, 30, 30, 30, 0
Numerical Parameters: NX, NY, NZ, ts, delta = 41, 41, 41, 0.8, 0.001 
File written: Mon Sep 12 22:45:13 2011
Comments: 3D 





Ascii values of u and v follow
0 0.211744
0 0.206151
0 0.195178
0 0.187149
0 0.174645
0 0.161447
0 0.145921
0 0.131713
0 0.119447
0 0.107784
0 0.0989679
0 0.0903622
0 0.0841069
0 0.0781262
0 0.0735748
0 0.0699274
0 0.0665844
0 0.0640138
0 0.062179
0 0.0607671
0 0.0597372
0 0.0591154
0 0.0589067
0.00677627 0.631635
0.00504081 0.619761
0.00225506 0.584587
0.000569665 0.553846
0.000143924 0.50632
5.5999e-05 0.463995
0 0.418203
0 0.384438
0 0.348687
0 0.322499
0 0.300257
0 0.278161
0 0.264373
0 0.250943
0 0.241457
0 0.231785
0 0.221604
0 0.21262
0 0.201344
0 0.189432
0 0.17926
0 0.16336
0 0.146722
0 0.131334
0 0.11747
0 0.104539
0 0.0942088
0 0.0850017
0 0.077175
0 0.0708377
0 0.0652738
0 0.0607473
0 0.0571638
0 0.0538356
0 0.0514537
0 0.0495583
0 0.0479135
0 0.0466444
0 0.0457972
0 0.0453207
0 0.0451673
0.000699271 0.562607
0.000561959 0.55877
0.000300452 0.545683
0.000144251 0.513646
6.67302e-05 0.472064
0 0.443294
0 0.398428
0 0.373105
0 0.336902
0 0.316842
0 0.293477
0 0.27461
0 0.261006
0 0.248502
0 0.237955
0 0.225892
0 0.215737
0 0.197562
0 0.185083
0 0.168862
0 0.153343
0 0.135141
0 0.11922
0 0.105182
0 0.0933762
0 0.0831112
0 0.0739801
0 0.0670129
0 0.0603945
0 0.0554112
0 0.0507837
0 0.0473649
0 0.0441082
0 0.0417927
0 0.0398033
0 0.0380825
0 0.0368161
0 0.0359374
0 0.03531
0 0.0349274
0 0.0347995
0.000140377 0.512961
0.000129905 0.506786
0.00010017 0.489178
5.81124e-05 0.469126
0 0.449669
0 0.412055
0 0.385413
0 0.356516
0 0.327675
0 0.309215
0 0.286476
0 0.270613
0 0.25679
0 0.244184
0 0.229632
0 0.219912
0 0.198138
0 0.181367
0 0.160751
0 0.142012
0 0.125754
0 0.109851
0 0.0957901
0 0.0840676
0 0.0739814
0 0.0658312
0 0.0585669
0 0.0524427
0 0.0476181
0 0.0431001
0 0.0397935
0 0.036639
0 0.0343414
0 0.0323317
0 0.0306132
0 0.0294201
0 0.0284574
0 0.0276686
0 0.0271035
0 0.0267744
0 0.0266675
5.30335e-05 0.463515
4.59047e-05 0.461626
0 0.454519
0 0.438435
0 0.411433
0 0.388702
0 0.368321
0 0.338143
0 0.319649
0 0.299648
0 0.279388
0 0.265522
0 0.251031
0 0.23398
0 0.223198
0 0.200753
0 0.181446
0 0.158096
0 0.1341
0 0.115962
0 0.101491
0 0.0884821
0 0.0768638
0 0.0671073
0 0.0588966
0 0.0519771
0 0.0464125
0 0.0413043
0 0.0372934
0 0.033846
0 0.0309312
0 0.0285755
0 0.0266358
0 0.0249436
0 0.0237519
0 0.0226894
0 0.0218346
0 0.0212352
0 0.0208483
0 0.0206162
0 0.020537
0 0.421831
0 0.418682
0 0.409595
0 0.396991
0 0.385477
0 0.36941
0 0.344965
0 0.325199
0 0.309037
0 0.289102
0 0.272107
0 0.258667
0 0.239532
0 0.225471
0 0.203573
0 0.182539
0 0.158735
0 0.133166
0 0.11137
0 0.0941905
0 0.0813181
0 0.0709116
0 0.0616739
0 0.053636
0 0.0469534
0 0.0412572
0 0.0365809
0 0.0327164
0 0.0292042
0 0.0265823
0 0.0241168
0 0.0222965
0 0.0205968
0 0.0194033
0 0.0182994
0 0.0174438
0 0.0168543
0 0.0163878
0 0.0160418
0 0.0158323
0 0.0157626
0 0.386571
0 0.385321
0 0.381686
0 0.374005
0 0.360688
0 0.342557
0 0.326752
0 0.313572
0 0.29645
0 0.278148
0 0.264933
0 0.246299
0 0.227508
0 0.206586
0 0.183764
0 0.159165
0 0.133761
0 0.111488
0 0.0926424
0 0.077303
0 0.0655296
0 0.0566687
0 0.0493978
0 0.0429603
0 0.0374488
0 0.0328641
0 0.0289296
0 0.025794
0 0.0230805
0 0.0207325
0 0.0189499
0 0.0172786
0 0.0160754
0 0.0149758
0 0.0141317
0 0.0135092
0 0.0129616
0 0.0125556
0 0.0122968
0 0.0121472
0 0.0121009
0 0.358278
0 0.356512
0 0.351332
0 0.343072
0 0.333134
0 0.323929
0 0.313189
0 0.299348
0 0.283275
0 0.268712
0 0.253061
0 0.22953
0 0.209571
0 0.185293
0 0.159434
0 0.133913
0 0.111723
0 0.0929312
0 0.0771649
0 0.0640772
0 0.0535468
0 0.0455351
0 0.039466
0 0.0343975
0 0.0299385
0 0.0261844
0 0.0230147
0 0.0203201
0 0.0182189
0 0.0163025
0 0.0147788
0 0.0135157
0 0.0124658
0 0.0116026
0 0.0109582
0 0.0103773
0 0.00996355
0 0.00967953
0 0.00947085
0 0.00934309
0 0.00930035
0 0.3301
0 0.329206
0 0.326602
0 0.322716
0 0.316744
0 0.308132
0 0.297834
0 0.285372
0 0.271149
0 0.25802
0 0.231897
0 0.212164
0 0.186579
0 0.159546
0 0.133938
0 0.111747
0 0.0929827
0 0.0773053
0 0.0642357
0 0.0533297
0 0.0443086
0 0.0370987
0 0.0316517
0 0.0274839
0 0.0239511
0 0.0208781
0 0.0183165
0 0.016126
0 0.0143028
0 0.0128706
0 0.0115449
0 0.010571
0 0.00967271
0 0.00902911
0 0.00843059
0 0.00802156
0 0.00769563
0 0.00742716
0 0.00724648
0 0.00714715
0 0.00711564
0 0.312594
0 0.311759
0 0.309232
0 0.305092
0 0.299577
0 0.292769
0 0.283966
0 0.27261
0 0.261108
0 0.236744
0 0.216096
0 0.188171
0 0.15914
0 0.133528
0 0.111578
0 0.0929445
0 0.0773071
0 0.0642704
0 0.0534231
0 0.0443882
0 0.0368561
0 0.0306446
0 0.0257141
0 0.0220101
0 0.0191391
0 0.0166798
0 0.0145729
0 0.0128222
0 0.0113089
0 0.0100943
0 0.00910032
0 0.00821448
0 0.0075681
0 0.00696886
0 0.00654569
0 0.00619053
0 0.00590074
0 0.00570741
0 0.005579
0 0.00549928
0 0.00547238
0 0.294732
0 0.294153
0 0.292414
0 0.289473
0 0.285236
0 0.27955
0 0.272004
0 0.262281
0 0.244537
0 0.223077
0 0.194131
0 0.162538
0 0.134606
0 0.11145
0 0.0926662
0 0.0771812
0 0.0642414
0 0.0534241
0 0.0444126
0 0.0369162
0 0.0306734
0 0.0254737
0 0.0211997
0 0.0178312
0 0.0153107
0 0.0133276
0 0.0116201
0 0.0101824
0 0.00898226
0 0.00794263
0 0.00714381
0 0.00644341
0 0.00587484
0 0.00542477
0 0.00506236
0 0.00476026
0 0.00455983
0 0.00439537
0 0.0042739
0 0.00420432
0 0.00418206
0 0.280488
0 0.280061
0 0.278785
0 0.27663
0 0.273428
0 0.268534
0 0.261052
0 0.249864
0 0.227713
0 0.203776
0 0.173556
0 0.143176
0 0.115851
0 0.0940205
0 0.0772503
0 0.0640793
0 0.0533388
0 0.044392
0 0.0369169
0 0.0306899
0 0.0255099
0 0.021197
0 0.0176085
0 0.0146698
0 0.0123705
0 0.0106531
0 0.00928049
0 0.00809988
0 0.00712289
0 0.00629734
0 0.00559194
0 0.0050619
0 0.00457574
0 0.0042224
0 0.00390598
0 0.00369137
0 0.00350167
0 0.00336656
0 0.00328171
0 0.00323253
0 0.00321553
0 0.269085
0 0.268723
0 0.26761
0 0.265661
0 0.26268
0 0.258021
0 0.251052
0 0.233223
0 0.215569
0 0.186326
0 0.154816
0 0.125876
0 0.101162
0 0.0810026
0 0.0653601
0 0.0534946
0 0.0443055
0 0.0368615
0 0.0306759
0 0.0255104
0 0.0212075
0 0.0176282
0 0.014649
0 0.0121733
0 0.0101541
0 0.00859
0 0.00741358
0 0.00646234
0 0.00565024
0 0.00499036
0 0.00441922
0 0.00394956
0 0.00359196
0 0.00326703
0 0.0030405
0 0.00283813
0 0.00269521
0 0.00259665
0 0.00252041
0 0.00247398
0 0.0024588
0 0.258791
0 0.258552
0 0.257833
0 0.256602
0 0.254508
0 0.25083
0 0.240511
0 0.223866
0 0.196349
0 0.165207
0 0.135519
0 0.109609
0 0.0881554
0 0.0706069
0 0.0564307
0 0.0454031
0 0.0370538
0 0.0306393
0 0.0254766
0 0.0211986
0 0.0176285
0 0.014655
0 0.0121818
0 0.0101241
0 0.00841683
0 0.00703047
0 0.00596424
0 0.00515953
0 0.00450025
0 0.00394526
0 0.00349781
0 0.00310558
0 0.00279921
0 0.00255306
0 0.00234908
0 0.00219463
0 0.00208044
0 0.00198658
0 0.00192868
0 0.00189666
0 0.00188639
0 0.252753
0 0.252648
0 0.252312
0 0.251595
0 0.249852
0 0.244893
0 0.228068
0 0.208638
0 0.17834
0 0.147348
0 0.118972
0 0.095405
0 0.0765587
0 0.061428
0 0.0491884
0 0.0392991
0 0.031552
0 0.0256768
0 0.0211935
0 0.0176099
0 0.0146499
0 0.0121819
0 0.0101268
0 0.00841787
0 0.00699699
0 0.00582024
0 0.00486911
0 0.00414248
0 0.0035909
0 0.00313462
0 0.00275826
0 0.00245426
0 0.0021876
0 0.00199167
0 0.00182146
0 0.00169936
0 0.00159448
0 0.00152984
0 0.00148322
0 0.00145356
0 0.00144364
0 0.249773
0 0.249727
0 0.24954
0 0.248855
0 0.246766
0 0.236657
0 0.22209
0 0.193455
0 0.161903
0 0.131011
0 0.104734
0 0.0836687
0 0.0667936
0 0.0534102
0 0.0427879
0 0.0342558
0 0.0273681
0 0.021936
0 0.017801
0 0.0146635
0 0.0121737
0 0.0101246
0 0.00841793
0 0.00699738
0 0.00581679
0 0.00483601
0 0.00402524
0 0.00337315
0 0.00287796
0 0.0024992
0 0.0021845
0 0.00193137
0 0.00172464
0 0.00154715
0 0.00142085
0 0.00130788
0 0.00123414
0 0.00117332
0 0.00113186
0 0.00111067
0 0.00110412
0 0.248349
0 0.248326
0 0.248166
0 0.247243
0 0.243201
0 0.227595
0 0.20747
0 0.176666
0 0.145522
0 0.116904
0 0.0928162
0 0.0735803
0 0.0586099
0 0.0467295
0 0.0372843
0 0.0298148
0 0.0238543
0 0.0190593
0 0.0152566
0 0.0123466
0 0.0101484
0 0.00841662
0 0.00699719
0 0.00581677
0 0.00483495
0 0.00401955
0 0.00334264
0 0.00278419
0 0.00233734
0 0.00199975
0 0.00173939
0 0.00152359
0 0.00135538
0 0.0012142
0 0.00109935
0 0.00101648
0 0.000947787
0 0.000899638
0 0.000870404
0 0.000851534
0 0.000845074
0 0.248
0 0.247982
0 0.247713
0 0.246396
0 0.237968
0 0.223082
0 0.194513
0 0.162706
0 0.130805
0 0.103928
0 0.082638
0 0.0654259
0 0.051679
0 0.0410541
0 0.0327065
0 0.0260519
0 0.0207893
0 0.0166126
0 0.013273
0 0.0106145
0 0.00857149
0 0.00702544
0 0.00581971
0 0.00483601
0 0.00401949
0 0.00334093
0 0.00277768
0 0.00231045
0 0.00192584
0 0.00161969
0 0.00138942
0 0.00121058
0 0.00106384
0 0.000952465
0 0.00085716
0 0.000785913
0 0.000730634
0 0.000692983
0 0.000663876
0 0.000648603
0 0.000644069
0 0.248638
0 0.248601
0 0.248009
0 0.24561
0 0.231611
0 0.213776
0 0.181002
0 0.148214
0 0.118583
0 0.0934911
0 0.0734976
0 0.0582366
0 0.0461353
0 0.0363553
0 0.0287805
0 0.0229042
0 0.0182303
0 0.014508
0 0.0115727
0 0.00924332
0 0.00738645
0 0.00595026
0 0.00486488
0 0.00402459
0 0.00334255
0 0.00277762
0 0.00230851
0 0.00191922
0 0.00159645
0 0.00133142
0 0.00112175
0 0.000964953
0 0.000842649
0 0.00074414
0 0.000670963
0 0.000607972
0 0.00056501
0 0.000529814
0 0.000509457
0 0.000497314
0 0.000492963
0 0.250388
0 0.250282
0 0.249088
0 0.244116
0 0.226624
0 0.202007
0 0.16892
0 0.135868
0 0.106901
0 0.0844419
0 0.0665299
0 0.052067
0 0.0410646
0 0.0325262
0 0.0256295
0 0.0202079
0 0.0160487
0 0.0127613
0 0.0101352
0 0.00806614
0 0.00643718
0 0.00514075
0 0.00413208
0 0.00336969
0 0.00278353
0 0.00231032
0 0.00191915
0 0.00159426
0 0.00132423
0 0.00110047
0 0.000917994
0 0.000775833
0 0.0006697
0 0.000586906
0 0.00052191
0 0.000474231
0 0.000434071
0 0.000408582
0 0.000389132
0 0.000377896
0 0.00037465
0 0.253838
0 0.253479
0 0.251184
0 0.242296
0 0.223138
0 0.192168
0 0.15641
0 0.12449
0 0.0981418
0 0.0765295
0 0.0599872
0 0.0472957
0 0.0370116
0 0.0290181
0 0.0229484
0 0.0181041
0 0.0142185
0 0.0112538
0 0.00893962
0 0.00708891
0 0.0056262
0 0.00448318
0 0.00357799
0 0.00287032
0 0.00233459
0 0.00192523
0 0.00159629
0 0.00132414
0 0.00109679
0 0.00090754
0 0.000752656
0 0.000629166
0 0.000534934
0 0.00046465
0 0.000409354
0 0.000367514
0 0.000336601
0 0.000312688
0 0.000297444
0 0.000289434
0 0.000286511
0 0.260602
0 0.259355
0 0.254673
0 0.240267
0 0.217433
0 0.18173
0 0.146244
0 0.115013
0 0.0895955
0 0.070321
0 0.0549472
0 0.0427704
0 0.0336243
0 0.026385
0 0.0205856
0 0.0162084
0 0.0127929
0 0.0100302
0 0.00790203
0 0.00626767
0 0.00496638
0 0.00392784
0 0.00312284
0 0.00249035
0 0.00199422
0 0.00161756
0 0.00133086
0 0.00110024
0 0.000907367
0 0.000745759
0 0.000613678
0 0.000509604
0 0.000429263
0 0.000368386
0 0.000322604
0 0.000286202
0 0.000259875
0 0.000240457
0 0.000227646
0 0.000219488
0 0.000217076
0 0.271056
0 0.26797
0 0.259768
0 0.23763
0 0.210017
0 0.172689
0 0.136357
0 0.106533
0 0.0833944
0 0.0646851
0 0.0503992
0 0.0394837
0 0.0306714
0 0.0239496
0 0.0188181
0 0.0146668
0 0.0114734
0 0.00904744
0 0.00709433
0 0.00556103
0 0.00439853
0 0.0034812
0 0.0027455
0 0.00217618
0 0.00173333
0 0.00138549
0 0.0011201
0 0.000917411
0 0.000752265
0 0.000613393
0 0.000499055
0 0.000410465
0 0.000344138
0 0.000293023
0 0.000253878
0 0.000224357
0 0.000200892
0 0.000184922
0 0.000173454
0 0.000167636
0 0.00016561
0 0.282191
0 0.276897
0 0.264826
0 0.236466
0 0.202942
0 0.163274
0 0.128137
0 0.100084
0 0.0773935
0 0.06027
0 0.0469453
0 0.0363222
0 0.0283637
0 0.0221078
0 0.0171438
0 0.013426
0 0.0104915
0 0.00815799
0 0.00640648
0 0.00503012
0 0.00392596
0 0.00309085
0 0.0024427
0 0.0019221
0 0.00151761
0 0.00120642
0 0.000962163
0 0.000774121
0 0.000628486
0 0.000509066
0 0.000410088
0 0.000332316
0 0.00027552
0 0.000233583
0 0.00020069
0 0.000175313
0 0.000156431
0 0.000141797
0 0.000132698
0 0.000126797
0 0.000124963
0 0.294599
0 0.287616
0 0.267908
0 0.235813
0 0.195721
0 0.15548
0 0.121564
0 0.093886
0 0.072959
0 0.0566228
0 0.043716
0 0.034062
0 0.0263871
0 0.0204302
0 0.0159509
0 0.0123545
0 0.00960505
0 0.00751523
0 0.00583107
0 0.00454808
0 0.0035705
0 0.00278153
0 0.00217661
0 0.00171656
0 0.00134869
0 0.00105951
0 0.000839783
0 0.000667712
0 0.000533809
0 0.000428568
0 0.000343589
0 0.000275182
0 0.000223679
0 0.000186884
0 0.000159501
0 0.000137855
0 0.000121312
0 0.000109398
0 0.000100847
0 9.62969e-05
0 9.47536e-05
0 0.30668
0 0.298746
0 0.270311
0 0.233722
0 0.189331
0 0.149078
0 0.115335
0 0.0893185
0 0.069238
0 0.0533261
0 0.0414359
0 0.0320142
0 0.02473
0 0.0192344
0 0.014833
0 0.0115162
0 0.00895547
0 0.0069142
0 0.00538856
0 0.00419055
0 0.00324522
0 0.00253846
0 0.00197897
0 0.00153862
0 0.00120859
0 0.000947783
0 0.000740963
0 0.000584912
0 0.000463223
0 0.000367459
0 0.000292433
0 0.000233146
0 0.00018665
0 0.000152452
0 0.000127759
0 0.000109216
0 9.4756e-05
0 8.40371e-05
0 7.68187e-05
0 7.24404e-05
0 7.10483e-05
0 0.316155
0 0.311139
0 0.273862
0 0.230242
0 0.183807
0 0.143049
0 0.110457
0 0.0856482
0 0.0659011
0 0.0509948
0 0.0394025
0 0.0303332
0 0.0235385
0 0.0181217
0 0.0140168
0 0.0108604
0 0.00836013
0 0.00649702
0 0.00501949
0 0.00387811
0 0.00301932
0 0.00233204
0 0.00181075
0 0.00141211
0 0.00109289
0 0.000853162
0 0.000667693
0 0.000519589
0 0.000407953
0 0.000321573
0 0.000253158
0 0.000200249
0 0.000159198
0 0.00012762
0 0.000104497
0 8.74406e-05
0 7.45534e-05
0 6.48781e-05
0 5.81556e-05
0 5.43263e-05
0 5.30301e-05
0 0.331334
0 0.31908
0 0.277105
0 0.226608
0 0.178606
0 0.137995
0 0.106858
0 0.082354
0 0.0634033
0 0.0490624
0 0.0376978
0 0.0291566
0 0.0224594
0 0.0172904
0 0.0133843
0 0.0102813
0 0.00795732
0 0.00613429
0 0.00472336
0 0.00366225
0 0.00281557
0 0.00218027
0 0.00168693
0 0.00129952
0 0.00101064
0 0.000781083
0 0.000604958
0 0.00047198
0 0.000365823
0 0.000285194
0 0.000223601
0 0.000174784
0 0.000137541
0 0.00010902
0 8.73601e-05
0 7.12895e-05
0 5.91865e-05
0 5.00665e-05
0 4.37452e-05
0 4.00826e-05
0 3.88891e-05
0 0.346155
0 0.325106
0 0.278275
0 0.223345
0 0.174015
0 0.134294
0 0.103865
0 0.0797653
0 0.0615893
0 0.0474001
0 0.0364654
0 0.0281711
0 0.02162
0 0.016703
0 0.0128329
0 0.00987911
0 0.00762375
0 0.00584897
0 0.00452244
0 0.00347087
0 0.00267573
0 0.0020637
0 0.00158329
0 0.00122592
0 0.000941189
0 0.000726519
0 0.000561578
0 0.000431788
0 0.000335054
0 0.000258654
0 0.000200136
0 0.000155877
0 0.000120935
0 9.45381e-05
0 7.44251e-05
0 5.91381e-05
0 4.75475e-05
0 3.86131e-05
0 3.2462e-05
0 2.8873e-05
0 2.77e-05
0 0.355622
0 0.331377
0 0.278438
0 0.220279
0 0.170398
0 0.131584
0 0.101449
0 0.0779084
0 0.060162
0 0.0461553
0 0.0355929
0 0.0273724
0 0.0210354
0 0.0162263
0 0.0124369
0 0.00959405
0 0.00735542
0 0.00565998
0 0.0043543
0 0.00333713
0 0.00257514
0 0.00197035
0 0.00151906
0 0.00116424
0 0.000894036
0 0.000688236
0 0.000526656
0 0.000406295
0 0.00031094
0 0.00023936
0 0.000184037
0 0.000141233
0 0.000109
0 8.37746e-05
0 6.47227e-05
0 4.99791e-05
0 3.85774e-05
0 2.98651e-05
0 2.35943e-05
0 2.0334e-05
0 1.93899e-05
0 0.359965
0 0.335095
0 0.278147
0 0.217838
0 0.167882
0 0.129638
0 0.0997106
0 0.0767032
0 0.0591192
0 0.04534
0 0.0349618
0 0.0268132
0 0.020649
0 0.0158744
0 0.0121787
0 0.00938179
0 0.00718029
0 0.00553047
0 0.0042334
0 0.00325477
0 0.00249732
0 0.00191282
0 0.00147117
0 0.00112357
0 0.000864392
0 0.000659255
0 0.000506456
0 0.000386624
0 0.000295924
0 0.000226363
0 0.000172651
0 0.000132073
0 0.000100439
0 7.65345e-05
0 5.79735e-05
0 4.36315e-05
0 3.23984e-05
0 2.35676e-05
0 1.78666e-05
0 1.65837e-05
0 1.743e-05
0 0.361459
0 0.337015
0 0.277598
0 0.216299
0 0.166421
0 0.128447
0 0.0986782
0 0.0759926
0 0.0584877
0 0.0448829
0 0.0345782
0 0.0264939
0 0.0204127
0 0.0156632
0 0.0120362
0 0.00925191
0 0.00708476
0 0.00544999
0 0.00416586
0 0.00320471
0 0.00245095
0 0.00188164
0 0.00144096
0 0.00110279
0 0.000845072
0 0.000644424
0 0.00049404
0 0.000375631
0 0.000287771
0 0.000218276
0 0.000166796
0 0.000126177
0 9.58789e-05
0 7.2144e-05
0 5.40992e-05
0 3.99551e-05
0 2.87929e-05
0 2.02933e-05
0 1.6573e-05
0 2.04628e-05
0 2.344e-05
0 0.361937
0 0.337532
0 0.277326
0 0.215776
0 0.165943
0 0.128049
0 0.0983391
0 0.0757528
0 0.0582761
0 0.0447357
0 0.0344508
0 0.0263905
0 0.0203324
0 0.0155937
0 0.0119889
0 0.00920834
0 0.00705441
0 0.00542305
0 0.00414443
0 0.00318741
0 0.00243603
0 0.00187112
0 0.00143095
0 0.00109569
0 0.000838506
0 0.00064002
0 0.000489622
0 0.000372501
0 0.000284776
0 0.000215939
0 0.000164716
0 0.000124383
0 9.4306e-05
0 7.07643e-05
0 5.28229e-05
0 3.87573e-05
0 2.7619e-05
0 1.93459e-05
0 1.74177e-05
0 2.34409e-05
0 2.69333e-05
0.876912 0.750164
0.479652 0.737357
0.0861428 0.711063
0.0394071 0.668887
0.00299577 0.584592
0.00062386 0.514464
0.00012152 0.46165
0 0.40847
0 0.365663
0 0.332185
0 0.301113
0 0.278115
0 0.258391
0 0.241378
0 0.229018
0 0.220086
0 0.211549
0 0.204286
0 0.199934
0 0.197907
0 0.197507
0 0.198588
0 0.201523
0 0.20715
0 0.215294
0 0.223818
0 0.233606
0 0.24764
0 0.26547
0 0.285216
0 0.308548
0 0.334051
0 0.354825
0 0.377279
0 0.38413
0 0.384145
0 0.382866
0 0.379593
0 0.37588
0 0.373324
0 0.372493
0.863514 0.750001
0.459005 0.736723
0.0848057 0.710432
0.0383389 0.667978
0.00293694 0.583886
0.000614939 0.513336
0.000117887 0.460695
0 0.407926
0 0.364996
0 0.331734
0 0.300719
0 0.277825
0 0.258154
0 0.24121
0 0.228914
0 0.220015
0 0.211491
