Model Parameters: a, b, 1/eps, Lx, Ly, Lz, Dv = 0.8, 0.01, 50, 30, 30, 30, 0
Numerical Parameters: NX, NY, NZ, ts, delta = 41, 41, 41, 0.8, 0.001 
File written: Mon Sep 12 22:45:13 2011
Comments: 3D 





Ascii values of u and v follow
0 0.19577
0 0.175138
0 0.157896
0 0.144397
0 0.132288
0 0.123328
0 0.115725
0 0.109488
0 0.105291
0 0.101929
0 0.0993778
0 0.097793
0 0.0971574
0 0.097407
0 0.0985242
0 0.100477
0 0.10308
0 0.105875
0 0.108582
0 0.110848
0 0.112275
0 0.112486
0 0.111055
0 0.108558
0 0.104858
0 0.100556
0 0.0956805
0 0.0915625
0 0.0884656
0 0.0859013
0 0.083796
0 0.0822796
0 0.0813838
0 0.0810897
0 0.352223
0 0.34603
0 0.325865
0 0.297891
0 0.266513
0 0.238599
0 0.211947
0 0.189576
0 0.171195
0 0.154379
0 0.141992
0 0.130333
0 0.122099
0 0.114734
0 0.108986
0 0.105062
0 0.101909
0 0.0995664
0 0.0981478
0 0.0976202
0 0.0978911
0 0.0988085
0 0.1003
0 0.101942
0 0.1032
0 0.104014
0 0.103231
0 0.10086
0 0.0977527
0 0.0936484
0 0.0883568
0 0.083605
0 0.0785777
0 0.0744397
0 0.0712849
0 0.0684369
0 0.0661219
0 0.064429
0 0.0633456
0 0.0627251
0 0.0625208
0 0.31494
0 0.30982
0 0.296605
0 0.276588
0 0.251191
0 0.226403
0 0.20421
0 0.182864
0 0.166363
0 0.150816
0 0.139179
0 0.128365
0 0.120737
0 0.113725
0 0.108503
0 0.104853
0 0.101924
0 0.0997843
0 0.0984871
0 0.0978917
0 0.0979553
0 0.0983126
0 0.0984066
0 0.0979774
0 0.0962093
0 0.0940509
0 0.0911723
0 0.086309
0 0.0812976
0 0.075319
0 0.0702372
0 0.0653365
0 0.0611903
0 0.0580024
0 0.0550681
0 0.0527536
0 0.0511389
0 0.0499112
0 0.0489981
0 0.0484382
0 0.0482508
0 0.282133
0 0.278694
0 0.26795
0 0.252465
0 0.235115
0 0.213398
0 0.194628
0 0.176235
0 0.160652
0 0.147196
0 0.135914
0 0.126407
0 0.119238
0 0.112665
0 0.108027
0 0.104636
0 0.101912
0 0.0998954
0 0.0985042
0 0.0977047
0 0.0968763
0 0.0955643
0 0.0932858
0 0.0909734
0 0.0874217
0 0.0820602
0 0.0771461
0 0.0708923
0 0.0652072
0 0.0596314
0 0.0550753
0 0.0509095
0 0.0477808
0 0.0448526
0 0.0426318
0 0.0409656
0 0.0395234
0 0.0384013
0 0.0376425
0 0.0371952
0 0.0370571
0 0.251041
0 0.248962
0 0.242622
0 0.231451
0 0.215839
0 0.201129
0 0.183635
0 0.16922
0 0.154505
0 0.143254
0 0.132507
0 0.124416
0 0.117609
0 0.111665
0 0.107517
0 0.104335
0 0.101696
0 0.0995499
0 0.0977757
0 0.0957634
0 0.093532
0 0.0903344
0 0.0862173
0 0.0802244
0 0.075272
0 0.068865
0 0.0626638
0 0.0569051
0 0.0513524
0 0.047055
0 0.0429443
0 0.0398895
0 0.0370553
0 0.0348632
0 0.0331324
0 0.0315962
0 0.0304254
0 0.0296426
0 0.0291081
0 0.0287816
0 0.0286711
0 0.224676
0 0.222888
0 0.217798
0 0.210154
0 0.200127
0 0.186652
0 0.173807
0 0.160898
0 0.148807
0 0.138741
0 0.129198
0 0.122274
0 0.115881
0 0.11064
0 0.106893
0 0.103761
0 0.100955
0 0.0982142
0 0.095002
0 0.0914426
0 0.0880106
0 0.0816708
0 0.0760917
0 0.0693081
0 0.0627638
0 0.0562591
0 0.0500602
0 0.0450981
0 0.0405974
0 0.0368466
0 0.0337331
0 0.0310777
0 0.0288685
0 0.0271462
0 0.0255822
0 0.0244466
0 0.0236044
0 0.0229129
0 0.022411
0 0.0221158
0 0.0220195
0 0.203181
0 0.20192
0 0.198273
0 0.191814
0 0.183094
0 0.173988
0 0.163683
0 0.152459
0 0.143202
0 0.133813
0 0.126149
0 0.119925
0 0.114064
0 0.109542
0 0.105964
0 0.102689
0 0.099158
0 0.0950842
0 0.0900841
0 0.0845025
0 0.0783691
0 0.0722295
0 0.0647158
0 0.0573874
0 0.0506845
0 0.0450241
0 0.0399538
0 0.0355481
0 0.0321186
0 0.0289099
0 0.0264855
0 0.0242363
0 0.0225676
0 0.0210184
0 0.0198865
0 0.0189684
0 0.0181867
0 0.0176124
0 0.017254
0 0.0170527
0 0.0169866
0 0.182932
0 0.18206
0 0.179508
0 0.175421
0 0.169717
0 0.161996
0 0.15323
0 0.145349
0 0.137082
0 0.129271
0 0.123191
0 0.117437
0 0.112298
0 0.108194
0 0.10453
0 0.100456
0 0.09576
0 0.0900131
0 0.0821653
0 0.0755196
0 0.0680742
0 0.0608462
0 0.053233
0 0.0465784
0 0.0407389
0 0.0358202
0 0.0318218
0 0.0281989
0 0.0252636
0 0.0228462
0 0.0206858
0 0.0190341
0 0.0175376
0 0.0163876
0 0.0154458
0 0.0146292
0 0.0140588
0 0.0136522
0 0.0133488
0 0.0131616
0 0.0130988
0 0.167995
0 0.167297
0 0.16508
0 0.161418
0 0.156409
0 0.150826
0 0.144933
0 0.138141
0 0.131202
0 0.125421
0 0.12011
0 0.1149
0 0.110411
0 0.106376
0 0.101981
0 0.0967042
0 0.0905197
0 0.0817201
0 0.0737076
0 0.0649413
0 0.0572016
0 0.0500145
0 0.0433288
0 0.0375918
0 0.0327533
0 0.0286015
0 0.0252436
0 0.0224513
0 0.0199367
0 0.0180078
0 0.0162707
0 0.0148846
0 0.0136979
0 0.0127754
0 0.0119492
0 0.0113683
0 0.0108954
0 0.0105136
0 0.0102531
0 0.0101036
0 0.010058
0 0.153723
0 0.153232
0 0.151793
0 0.149471
0 0.146269
0 0.142061
0 0.13686
0 0.131386
0 0.126458
0 0.121792
0 0.117019
0 0.112465
0 0.108157
0 0.103603
0 0.0978202
0 0.091162
0 0.0819281
0 0.0732852
0 0.0635276
0 0.0546421
0 0.0473173
0 0.0407625
0 0.035104
0 0.0303202
0 0.0263299
0 0.0229449
0 0.020083
0 0.0178123
0 0.015846
0 0.0141477
0 0.0128414
0 0.0116338
0 0.010739
0 0.00991498
0 0.0093163
0 0.00881002
0 0.00839378
0 0.00811552
0 0.00793407
0 0.00782346
0 0.00778581
0 0.143552
0 0.143169
0 0.141998
0 0.139994
0 0.137096
0 0.133627
0 0.129878
0 0.126182
0 0.122345
0 0.118244
0 0.114079
0 0.109844
0 0.105259
0 0.0991122
0 0.0918665
0 0.0823826
0 0.0734067
0 0.0632529
0 0.0536345
0 0.0456467
0 0.0388278
0 0.0331901
0 0.0284551
0 0.0244866
0 0.0211825
0 0.0184319
0 0.0160789
0 0.0141312
0 0.0125894
0 0.0111993
0 0.0100829
0 0.00916344
0 0.00837385
0 0.00775214
0 0.00724269
0 0.00681239
0 0.00651822
0 0.00628657
0 0.00611375
0 0.00601068
0 0.00597714
0 0.13398
0 0.133685
0 0.132807
0 0.131386
0 0.129509
0 0.127274
0 0.124708
0 0.121761
0 0.118483
0 0.114991
0 0.111286
0 0.107002
0 0.10087
0 0.0930859
0 0.0835493
0 0.0740365
0 0.0636157
0 0.0536365
0 0.0451605
0 0.0379107
0 0.0319591
0 0.0271062
0 0.0231318
0 0.0198274
0 0.0170822
0 0.0148104
0 0.0129107
0 0.0112794
0 0.00996731
0 0.00889957
0 0.00793876
0 0.00721154
0 0.00655645
0 0.00606118
0 0.0056198
0 0.00530708
0 0.00504319
0 0.00483753
0 0.00470864
0 0.00463852
0 0.00461563
0 0.127028
0 0.126843
0 0.126287
0 0.12535
0 0.124021
0 0.122286
0 0.12018
0 0.117781
0 0.115107
0 0.112205
0 0.108524
0 0.10325
0 0.0955386
0 0.0867017
0 0.0759989
0 0.0651077
0 0.0546423
0 0.0456033
0 0.0378904
0 0.0315739
0 0.0264258
0 0.0222584
0 0.0188817
0 0.0161133
0 0.0138184
0 0.0119269
0 0.0103701
0 0.00904819
0 0.00792616
0 0.00704674
0 0.00629653
0 0.00565418
0 0.00516168
0 0.00471985
0 0.0043931
0 0.00411679
0 0.0038976
0 0.0037531
0 0.00364927
0 0.00358402
0 0.00356176
0 0.121621
0 0.121473
0 0.121027
0 0.120278
0 0.119231
0 0.117908
0 0.116353
0 0.114529
0 0.112478
0 0.109623
0 0.105496
0 0.0988812
0 0.0908248
0 0.0792131
0 0.0683574
0 0.0572275
0 0.0472198
0 0.0387566
0 0.0319209
0 0.0264106
0 0.0219726
0 0.0183909
0 0.015498
0 0.0131514
0 0.0112247
0 0.00963586
0 0.00833614
0 0.00726465
0 0.00634611
0 0.00558462
0 0.00499298
0 0.00446414
0 0.0040475
0 0.00370135
0 0.00342575
0 0.00319491
0 0.00303325
0 0.00290184
0 0.00280724
0 0.00275299
0 0.00273656
0 0.116986
0 0.116885
0 0.116583
0 0.116088
0 0.11541
0 0.114562
0 0.113484
0 0.1122
0 0.110284
0 0.107127
0 0.101599
0 0.0934806
0 0.0830895
0 0.0724805
0 0.0608611
0 0.0498937
0 0.0406511
0 0.0331095
0 0.0270555
0 0.0222312
0 0.01838
0 0.0152899
0 0.0128014
0 0.0107924
0 0.00916058
0 0.00782145
0 0.00672516
0 0.00583378
0 0.00509381
0 0.00445712
0 0.00394721
0 0.00353992
0 0.00317803
0 0.00290849
0 0.00266816
0 0.0024953
0 0.0023496
0 0.00224061
0 0.00217376
0 0.00213484
0 0.00212171
0 0.113639
0 0.113585
0 0.113426
0 0.113163
0 0.112742
0 0.112265
0 0.111597
0 0.110522
0 0.108321
0 0.104132
0 0.0966563
0 0.0878172
0 0.0763078
0 0.0645658
0 0.0530615
0 0.0431855
0 0.0349949
0 0.0283767
0 0.0230772
0 0.0188468
0 0.0154789
0 0.0127936
0 0.0106426
0 0.00891264
0 0.00751642
0 0.00638168
0 0.00545302
0 0.00469911
0 0.00408764
0 0.00357461
0 0.00313736
0 0.00279861
0 0.00251379
0 0.00227662
0 0.00209348
0 0.00194214
0 0.00182376
0 0.00174268
0 0.00168218
0 0.00164435
0 0.0016317
0 0.11145
0 0.111432
0 0.111378
0 0.111287
0 0.111148
0 0.110915
0 0.110438
0 0.10923
0 0.106415
0 0.100852
0 0.0923525
0 0.080484
0 0.0690017
0 0.0570929
0 0.046375
0 0.0374469
0 0.0302147
0 0.02441
0 0.0197733
0 0.0160761
0 0.0131274
0 0.010779
0 0.00890713
0 0.00740942
0 0.0062063
0 0.00523569
0 0.00444705
0 0.00380497
0 0.00328809
0 0.002869
0 0.00251127
0 0.00221597
0 0.00199026
0 0.00179148
0 0.0016415
0 0.00151389
0 0.0014231
0 0.00134925
0 0.00129736
0 0.0012698
0 0.00126107
0 0.110283
0 0.110293
0 0.11032
0 0.110361
0 0.110389
0 0.110313
0 0.109871
0 0.108204
0 0.104212
0 0.0963285
0 0.0869082
0 0.0748703
0 0.062306
0 0.0503723
0 0.0405525
0 0.0326187
0 0.026228
0 0.021107
0 0.0170276
0 0.0137805
0 0.0111992
0 0.00914416
0 0.00750717
0 0.00620246
0 0.00515955
0 0.00432269
0 0.00364795
0 0.00310058
0 0.00265808
0 0.00230437
0 0.0020151
0 0.00176777
0 0.00157198
0 0.00141758
0 0.00128502
0 0.00118757
0 0.00110607
0 0.00104714
0 0.00100924
0 0.000986114
0 0.000978108
0 0.109963
0 0.109996
0 0.110094
0 0.110244
0 0.110399
0 0.110404
0 0.109754
0 0.10725
0 0.101859
0 0.0926948
0 0.0802664
0 0.0681622
0 0.0558102
0 0.0447259
0 0.0356255
0 0.0284752
0 0.0228534
0 0.0183602
0 0.0147563
0 0.0118876
0 0.00960893
0 0.00780368
0 0.00637043
0 0.00522935
0 0.00432005
0 0.00359385
0 0.00301174
0 0.00254282
0 0.00216365
0 0.00185966
0 0.00161754
0 0.00141731
0 0.00124867
0 0.00112073
0 0.00101315
0 0.000929973
0 0.000863367
0 0.000817077
0 0.00078222
0 0.000760436
0 0.000753582
0 0.110471
0 0.110525
0 0.110683
0 0.110926
0 0.111167
0 0.111154
0 0.109995
0 0.106214
0 0.0984131
0 0.0884192
0 0.0751214
0 0.0619064
0 0.0496826
0 0.0397243
0 0.0316281
0 0.0251047
0 0.0199896
0 0.0160144
0 0.0128608
0 0.0103267
0 0.00830802
0 0.0067057
0 0.00544046
0 0.00443931
0 0.00364362
0 0.00300993
0 0.00250426
0 0.00209937
0 0.00177369
0 0.00151165
0 0.00130352
0 0.00113818
0 0.000999041
0 0.00088663
0 0.000801684
0 0.000729074
0 0.000677334
0 0.000635525
0 0.000606723
0 0.000591257
0 0.000586291
0 0.111831
0 0.111906
0 0.112125
0 0.112449
0 0.112724
0 0.112494
0 0.110425
0 0.105409
0 0.0951823
0 0.0827933
0 0.0692822
0 0.0563342
0 0.0447352
0 0.0353154
0 0.0280496
0 0.0223328
0 0.0177132
0 0.0140605
0 0.011233
0 0.00901396
0 0.00723762
0 0.00581342
0 0.00468503
0 0.00379599
0 0.0030952
0 0.00253985
0 0.00209812
0 0.00174595
0 0.00146428
0 0.00123834
0 0.00105793
0 0.000916016
0 0.000802339
0 0.000706944
0 0.000633661
0 0.000575877
0 0.000530614
0 0.000496399
0 0.000474389
0 0.000460723
0 0.000455964
0 0.114241
0 0.114341
0 0.114626
0 0.115015
0 0.115181
0 0.114369
0 0.110613
0 0.103849
0 0.0922907
0 0.078259
0 0.0639318
0 0.0508549
0 0.0403243
0 0.0319048
0 0.0250922
0 0.0198246
0 0.0157649
0 0.0125207
0 0.00991469
0 0.00789155
0 0.00632214
0 0.00507504
0 0.00407326
0 0.00327788
0 0.00265162
0 0.00215984
0 0.00177162
0 0.00146342
0 0.00121801
0 0.00102215
0 0.000865836
0 0.00074241
0 0.000646195
0 0.000567399
0 0.000503479
0 0.000456236
0 0.000417067
0 0.000390211
0 0.000370084
0 0.000357756
0 0.000353905
0 0.117859
0 0.117987
0 0.118338
0 0.118752
0 0.118678
0 0.116878
0 0.110813
0 0.101614
0 0.088631
0 0.0731309
0 0.0588316
0 0.0466258
0 0.0365485
0 0.0287202
0 0.0227049
0 0.0178769
0 0.0140598
0 0.0111414
0 0.00885329
0 0.00700846
0 0.00555811
0 0.00443986
0 0.00356178
0 0.00285899
0 0.00229707
0 0.00185497
0 0.0015089
0 0.00123688
0 0.00102154
0 0.000850505
0 0.000714603
0 0.000607145
0 0.000523216
0 0.000457443
0 0.000403233
0 0.0003618
0 0.000330541
0 0.000306693
0 0.000289733
0 0.000280772
0 0.000277921
0 0.122744
0 0.122883
0 0.123238
0 0.123542
0 0.122915
0 0.119684
0 0.11133
0 0.098939
0 0.0846127
0 0.0688352
0 0.0544184
0 0.0425779
0 0.0334939
0 0.0262834
0 0.0205339
0 0.0161693
0 0.012759
0 0.0100158
0 0.00789462
0 0.0062648
0 0.00496641
0 0.00392726
0 0.00312449
0 0.00250239
0 0.00200824
0 0.00161242
0 0.00130009
0 0.00105592
0 0.000864776
0 0.000714164
0 0.000595149
0 0.000501364
0 0.000427986
0 0.000370985
0 0.000325434
0 0.000289283
0 0.00026326
0 0.000242315
0 0.000229261
0 0.000221807
0 0.000219373
0 0.128331
0 0.128466
0 0.128779
0 0.128826
0 0.127209
0 0.122172
0 0.111593
0 0.0965523
0 0.0806552
0 0.0642541
0 0.0504247
0 0.0395597
0 0.0308103
0 0.0240586
0 0.0188982
0 0.0147696
0 0.0115554
0 0.00910764
0 0.00716419
0 0.00561937
0 0.00444129
0 0.00352214
0 0.00278414
0 0.00220614
0 0.0017614
0 0.00141264
0 0.00113462
0 0.000913536
0 0.000740918
0 0.000606349
0 0.000501034
0 0.000418519
0 0.000354058
0 0.000303851
0 0.000264545
0 0.000233635
0 0.000210838
0 0.00019375
0 0.000182541
0 0.000176113
0 0.00017419
0 0.135674
0 0.135839
0 0.136148
0 0.135706
0 0.132262
0 0.124754
0 0.111076
0 0.0943267
0 0.0765445
0 0.0604795
0 0.0473239
0 0.0367147
0 0.0286454
0 0.0223823
0 0.0173914
0 0.0136012
0 0.0106603
0 0.00831108
0 0.00651532
0 0.00512983
0 0.00402141
0 0.00316053
0 0.00250154
0 0.00198032
0 0.00156457
0 0.00124387
0 0.000995778
0 0.000799914
0 0.000644442
0 0.000522123
0 0.000427395
0 0.000353816
0 0.000296557
0 0.000251954
0 0.000217263
0 0.000190844
0 0.000170832
0 0.000156642
0 0.000146548
0 0.000141178
0 0.000139527
0 0.145589
0 0.145697
0 0.145672
0 0.143912
0 0.13767
0 0.127364
0 0.110305
0 0.0918298
0 0.0732351
0 0.0573551
0 0.0444107
0 0.0345757
0 0.0269018
0 0.0208347
0 0.0162615
0 0.0126686
0 0.00983687
0 0.00769801
0 0.00601626
0 0.00468723
0 0.0036792
0 0.00289053
0 0.00226302
0 0.00178255
0 0.00141094
0 0.00111537
0 0.000882955
0 0.000704554
0 0.000565741
0 0.000456262
0 0.00037021
0 0.00030343
0 0.000251782
0 0.000211701
0 0.000180999
0 0.000158096
0 0.000140799
0 0.000128494
0 0.000119557
0 0.000114701
0 0.000112841
0 0.156153
0 0.156191
0 0.155661
0 0.152112
0 0.142999
0 0.129776
0 0.109686
0 0.0892577
0 0.0703189
0 0.0544364
0 0.0422578
0 0.0328174
0 0.0253445
0 0.0197238
0 0.0153061
0 0.0118495
0 0.00924385
0 0.00718262
0 0.00557837
0 0.00436282
0 0.00340099
0 0.00265124
0 0.00208143
0 0.0016317
0 0.00127809
0 0.00100848
0 0.00079807
0 0.000630915
0 0.000501659
0 0.000402046
0 0.000324629
0 0.00026401
0 0.000216954
0 0.000180866
0 0.000153677
0 0.000133506
0 0.000118552
0 0.000107798
0 0.000100175
0 9.58737e-05
0 9.42707e-05
0 0.170855
0 0.170661
0 0.168819
0 0.162149
0 0.150012
0 0.131084
0 0.108915
0 0.086868
0 0.0675512
0 0.0522379
0 0.0405721
0 0.0312826
0 0.0242381
0 0.0187884
0 0.0144969
0 0.0112755
0 0.00873144
0 0.0067584
0 0.0052662
0 0.00408389
0 0.00317304
0 0.00247862
0 0.00192798
0 0.00150511
0 0.00118099
0 0.000924727
0 0.000725501
0 0.000573412
0 0.000454326
0 0.000360416
0 0.000288372
0 0.000233043
0 0.000190456
0 0.000157868
0 0.000133408
0 0.000115368
0 0.000102434
0 9.32399e-05
0 8.73558e-05
0 8.40636e-05
0 8.29742e-05
0 0.186115
0 0.18544
0 0.181435
0 0.170795
0 0.155893
0 0.13225
0 0.107627
0 0.0845868
0 0.0653241
0 0.050659
0 0.0391109
0 0.0301426
0 0.0233823
0 0.0180087
0 0.0139409
0 0.0107934
0 0.00832021
0 0.00646592
0 0.00499961
0 0.00386828
0 0.00301072
0 0.00233182
0 0.00181213
0 0.00141401
0 0.00109904
0 0.000858665
0 0.000673755
0 0.000527584
0 0.000415229
0 0.00032925
0 0.00026228
0 0.000210139
0 0.000170379
0 0.000140516
0 0.000118387
0 0.000102363
0 9.11756e-05
0 8.4022e-05
0 8.0289e-05
0 7.85339e-05
0 7.83303e-05
0 0.20583
0 0.203966
0 0.196743
0 0.182544
0 0.159512
0 0.133242
0 0.106336
0 0.0826552
0 0.0637608
0 0.0494113
0 0.0380001
0 0.0293743
0 0.0226795
0 0.017449
0 0.0135281
0 0.0104118
0 0.00804906
0 0.00622963
0 0.00479645
0 0.00372434
0 0.00287787
0 0.00222474
0 0.00173049
0 0.00133958
0 0.00104084
0 0.000812161
0 0.000631427
0 0.000493918
0 0.000388335
0 0.000305247
0 0.00024137
0 0.000193112
0 0.000156169
0 0.000128155
0 0.000107578
0 9.31152e-05
0 8.39643e-05
0 7.94287e-05
0 7.81791e-05
0 7.8847e-05
0 7.94089e-05
0 0.22349
0 0.220655
0 0.209604
0 0.191358
0 0.163559
0 0.133532
0 0.105205
0 0.0812665
0 0.0627283
0 0.048482
0 0.0372417
0 0.0288333
0 0.0221782
0 0.0171012
0 0.0132181
0 0.0101517
0 0.0078658
0 0.00605569
0 0.00467131
0 0.00361832
0 0.00278265
0 0.00215837
0 0.00166913
0 0.00128853
0 0.00100277
0 0.000776964
0 0.000603331
0 0.000471845
0 0.000368052
0 0.00028844
0 0.00022836
0 0.000181821
0 0.000145982
0 0.000119157
0 9.99025e-05
0 8.71781e-05
0 8.01867e-05
0 7.80879e-05
0 8.0381e-05
0 8.41427e-05
0 8.58945e-05
0 0.239181
0 0.234366
0 0.221988
0 0.195763
0 0.16661
0 0.133659
0 0.104428
0 0.0804475
0 0.0621235
0 0.0479178
0 0.0368273
0 0.0284993
0 0.021888
0 0.0169015
0 0.0130284
0 0.0100124
0 0.00775227
0 0.00595379
0 0.00460172
0 0.00355183
0 0.00273129
0 0.00211875
0 0.00163121
0 0.00126149
0 0.000979212
0 0.000755399
0 0.000588004
0 0.000457988
0 0.00035584
0 0.000279531
0 0.000220838
0 0.000175316
0 0.000140494
0 0.000114162
0 9.5497e-05
0 8.38585e-05
0 7.83969e-05
0 7.87588e-05
0 8.40986e-05
0 9.05799e-05
0 9.42571e-05
0 0.244863
0 0.238887
0 0.22529
0 0.197767
0 0.167776
0 0.13366
0 0.104161
0 0.0801785
0 0.0619223
0 0.0477301
0 0.0366935
0 0.0283861
0 0.0217942
0 0.0168357
0 0.0129651
0 0.00996818
0 0.00771354
0 0.00592096
0 0.00457876
0 0.00352933
0 0.00271528
0 0.00210524
0 0.00161869
0 0.00125287
0 0.000971036
0 0.000748675
0 0.000583037
0 0.00045318
0 0.000352046
0 0.000276671
0 0.000218374
0 0.00017336
0 0.000138716
0 0.000112192
0 9.39148e-05
0 8.27603e-05
0 7.8182e-05
0 7.93041e-05
0 8.58364e-05
0 9.42394e-05
0 9.60661e-05
0.000123901 0.412982
7.49992e-05 0.390467
0 0.338443
0 0.293129
0 0.255882
0 0.223029
0 0.194508
0 0.170509
0 0.150377
0 0.134507
0 0.120777
0 0.109263
0 0.100496
0 0.0927652
0 0.0870303
0 0.0826198
0 0.0788869
0 0.0763362
0.00054858 0.0749905
0.00076486 0.0741796
0.000819782 0.0739886
0.000675911 0.0744152
0.000428687 0.0754684
0 0.0771578
0 0.0801164
0 0.0841685
0 0.0887405
0 0.0952716
0 0.103007
0 0.11281
0 0.124288
0 0.139273
0 0.155678
0 0.176214
0 0.200612
0 0.229933
0 0.262696
0 0.291733
0 0.321233
0 0.343556
0 0.35788
0.000119397 0.412178
7.2692e-05 0.389837
0 0.337918
0 0.292472
0 0.255264
0 0.222536
0 0.194148
0 0.17022
0 0.150121
0 0.134263
0 0.120617
0 0.109105
0 0.100393
0 0.092673
0 0.0869758
0 0.0825737
0 0.0788583
0 0.076324
0.000545 0.0749879
0.000757177 0.0741852
0.000808615 0.0740025
0.000664522 0.0744379
0.000420127 0.0755004
0 0.0772045
0 0.0801798
0 0.0842416
0 0.0888225
0 0.0953878
0 0.103119
0 0.112972
0 0.124438
0 0.13944
0 0.155821
0 0.176156
0 0.200048
0 0.228621
0 0.256466
0 0.282188
0 0.306561
0 0.327129
0 0.335451
0.000106016 0.409215
6.56152e-05 0.387696
0 0.336397
0 0.290544
0 0.253399
0 0.221039
0 0.193034
0 0.169354
0 0.149354
0 0.133536
0 0.12014
0 0.108644
0 0.100087
0 0.0924044
0 0.0868174
0 0.0824405
0 0.0787778
0 0.0762916
0.000533891 0.0749838
0.000733751 0.0742055
0.000775421 0.0740477
0.000630807 0.0745095
0.000395087 0.0755995
0 0.0773481
0 0.080374
0 0.0844631
0 0.0890733
0 0.0957388
0 0.103455
0 0.113447
0 0.124857
0 0.139771
0 0.155996
0 0.175255
0 0.197411
0 0.220455
0 0.239636
0 0.258059
0 0.272704
0 0.284497
0 0.289679
8.42237e-05 0.403528
0 0.383229
0 0.334177
0 0.287406
0 0.250302
0 0.218503
0 0.19108
0 0.167903
0 0.14811
0 0.132341
0 0.119358
0 0.107917
0 0.0995872
0 0.0919819
0 0.086571
0 0.0822345
0 0.0786602
0 0.0762508
0.000514001 0.0749881
0.00069425 0.0742502
0.000721032 0.0741339
0.000576882 0.0746394
0 0.075618
0 0.0775993
0 0.0807103
0 0.0848386
0 0.0895047
0 0.0963223
0 0.104001
0 0.114162
0 0.125373
0 0.139907
0 0.155141
0 0.171087
0 0.188523
0 0.201255
0 0.215309
0 0.22277
0 0.22831
0 0.231876
0 0.233313
5.77977e-05 0.395875
0 0.374978
0 0.331158
0 0.283707
0 0.246112
0 0.214946
0 0.188178
0 0.165741
0 0.146434
0 0.130717
0 0.118278
0 0.106974
0 0.0989074
0 0.0914391
0 0.0862493
0 0.081977
0 0.0785261
0 0.0762184
0.000484016 0.0750154
0.000638194 0.0743337
0.000647603 0.0742755
0.000506319 0.074841
0 0.0759058
0 0.0780127
0 0.0812011
0 0.0853656
0 0.0901201
0 0.097091
0 0.104661
0 0.114814
0 0.12532
0 0.138324
0 0.150028
0 0.16103
0 0.168752
0 0.177357
0 0.181153
0 0.18248
0 0.182809
0 0.182685
0 0.182476
0 0.378065
0 0.359853
0 0.323448
0 0.278926
0 0.241095
0 0.210458
0 0.184386
0 0.162922
0 0.144369
0 0.128758
0 0.116892
0 0.105875
0 0.0980637
0 0.0908146
0 0.0858723
0 0.0816927
0 0.0783982
0 0.0762126
0.000443621 0.0750826
0.000567465 0.0744729
0.00055907 0.0744888
0.000424758 0.0751298
0 0.0763016
0 0.0785245
0 0.0818463
0 0.086016
0 0.090868
0 0.0978034
0 0.105007
0 0.114305
0 0.122727
0 0.13192
0 0.137394
0 0.142783
0 0.145905
0 0.146945
0 0.145764
0 0.143948
0 0.142352
0 0.141188
0 0.140782
0 0.349634
0 0.340906
0 0.307041
0 0.270207
0 0.234858
0 0.205165
0 0.179932
0 0.159252
0 0.141898
0 0.126572
0 0.115184
0 0.10467
0 0.0970711
0 0.0901445
0 0.0854566
0 0.0814053
0 0.0782965
0 0.0762498
0.000394424 0.075206
0.000486292 0.0746847
0.000462402 0.0747897
0 0.0753678
0 0.0768159
0 0.0791716
0 0.0826028
0 0.086691
0 0.0915277
0 0.0979236
0 0.103644
0 0.11006
0 0.11459
0 0.119123
0 0.121607
0 0.121276
0 0.119586
0 0.116793
0 0.113991
0 0.11167
0 0.110016
0 0.109036
0 0.108709
0 0.318199
0 0.307718
0 0.288679
0 0.256452
0 0.225867
0 0.19871
0 0.174949
0 0.154832
0 0.138869
0 0.124238
0 0.113102
0 0.103389
0 0.0959496
0 0.089456
0 0.085017
0 0.0811341
0 0.0782356
0 0.0763427
0 0.0752497
0.000400643 0.0749823
0 0.0750263
0 0.075893
0 0.0774376
0 0.0798566
0 0.0832999
0 0.0870627
0 0.0913391
0 0.0960518
0 0.0992113
0 0.102232
0 0.104019
0 0.103432
0 0.101422
0 0.0980826
0 0.09436
0 0.0911775
0 0.088706
0 0.0867437
0 0.0852687
0 0.0843588
0 0.0840533
0 0.285368
0 0.280012
0 0.261708
0 0.241059
0 0.214182
0 0.19036
0 0.169298
0 0.150109
0 0.135059
0 0.121746
0 0.110794
0 0.102012
0 0.0947286
0 0.0887678
0 0.0845655
0 0.0808917
0 0.0782234
0 0.0764984
0 0.0755442
0 0.0752281
0 0.0755492
0 0.0764861
0 0.0780739
0 0.0804201
0 0.0833848
0 0.0861503
0 0.0886865
0 0.0906375
0 0.0911565
0 0.0901422
0 0.0880653
0 0.0851156
0 0.0811934
0 0.07701
0 0.0737026
0 0.0710462
0 0.0687026
0 0.0668575
0 0.0655938
0 0.0648409
0 0.0646084
0 0.253549
0 0.249788
0 0.239418
0 0.220787
0 0.20201
0 0.180349
0 0.162219
0 0.145224
0 0.130639
0 0.118987
0 0.108327
0 0.100491
0 0.0934032
0 0.0880839
0 0.0841088
0 0.0806835
0 0.0782609
0 0.0767153
0 0.0759067
0 0.0757097
0 0.0760942
0 0.0770211
0 0.0784521
0 0.0802042
0 0.0818768
0 0.0828275
0 0.0827224
0 0.0813476
